# psr_name pos_epoch eph ra dec pmra pmdec plx ra_err dec_err pmra_err pmdec_err plx_err
# None MJD None deg deg mas/yr mas/yr mas mas mas mas/yr mas/yr mas
J0030+0451    55000.0000  DE421       7.6142850325       4.8610293667      -5.963      -0.140       2.785       0.79147206       1.84073245      0.307500      0.716532      0.155081
J0034-0534    55000.0000  DE421       8.5909758900      -5.5768672917       7.830      -9.221       0.000       1.11469892       2.59122694      0.224732      0.553712      0.000000
J0218+4232    55000.0000  DE421      34.5264887646      42.5381616806       5.308      -3.177       0.000       0.25439364       0.40858583      0.084603      0.151885      0.000000
J0437-4715    54500.0000  DE421      69.3162340617     -47.2525307528     121.441     -71.475       6.441       0.00373391       0.00383898      0.001714      0.001865      0.074791
J0610-2100    55000.0000  DE421      92.5566477500     -21.0077587417       8.977      16.958       0.000       0.19479846       0.25423693      0.147542      0.166748      0.000000
J0613-0200    55000.0000  DE421      93.4332319846      -2.0131181639       1.834     -10.345       1.092       0.03122130       0.07388764      0.008864      0.020437      0.108374
J0621+1002    55000.0000  DE421      95.3421432654      10.0440931528       3.454      -0.073       0.000       0.63401191       2.67911388      0.245200      1.011573      0.000000
J0711-6830    54500.0000  DE421     107.9757880154     -68.5131706917     -15.571      14.225       0.000       0.06008982       0.06910855      0.025505      0.022640      0.000000
J0751+1807    55000.0000  DE421     117.7881472017      18.1273572306      -2.693     -13.283       0.695       0.40972065       2.09213234      0.096690      0.495050      0.310080
J0900-3144    55000.0000  DE421     135.1831378712     -31.7419153028      -0.938       1.841       1.257       0.09447737       0.11947163      0.082678      0.094210      0.647847
J1012+5307    55000.0000  DE421     153.1393230512      53.1173055972       2.627     -25.458       0.782       0.05085026       0.06366704      0.010222      0.013951      0.193807
J1024-0719    55000.0000  DE421     156.1611474146      -7.3220649833     -35.319     -48.285       0.831       0.06135341       0.12732461      0.027289      0.055563      0.135896
J1045-4509    54500.0000  DE421     161.4591124554     -45.1650339861      -6.083       5.140       1.590       0.16366060       0.17931574      0.061553      0.058891      1.053561
J1455-3330    55000.0000  DE421     223.9498745154     -33.5128833667       7.925      -1.876       1.237       0.15075140       0.31761492      0.074411      0.175736      0.356584
J1600-3053    55000.0000  DE421     240.2162639329     -30.8970486944      -0.972      -7.027       0.533       0.04174100       0.15868153      0.017918      0.069714      0.071026
J1603-7202    54500.0000  DE421     240.8986561675     -72.0424249389      -2.484      -7.355       0.000       0.06731629       0.08878051      0.022022      0.031773      0.000000
J1640+2224    55000.0000  DE421     250.0697701483      22.4024558694       2.094     -11.343       0.000       0.08610132       0.11076875      0.021190      0.028336      0.000000
J1643-1224    55000.0000  DE421     250.9090062817     -12.4162980361       5.999       4.052       1.238       0.07182893       0.32604086      0.023258      0.100711      0.142479
J1713+0747    55000.0000  DE421     258.4563882358       7.7937479278       4.918      -3.912       0.876       0.00624398       0.01224681      0.001286      0.002484      0.021529
J1721-2457    55000.0000  DE421     260.2729081838     -24.9517183861       1.103     -36.769       0.000       3.61683844      50.19422354      1.716980     24.685317      0.000000
J1730-2304    55000.0000  DE421     262.5902842633     -23.0753338528      20.134      -2.278       1.468       1.00927867      19.54562884      0.314524      6.036523      0.233474
J1732-5049    54500.0000  DE421     263.1990280496     -50.8167199389      -0.387      -9.910       0.000       0.14459335       0.29393754      0.078203      0.167777      0.000000
J1738+0333    55000.0000  DE421     264.7248598908       3.5530200250       7.015       4.716       0.000       0.17887378       0.41452108      0.101329      0.318801      0.000000
J1744-1134    55000.0000  DE421     266.1225314117     -11.5818594861      18.793      -9.412       2.461       0.01353895       0.06527731      0.004227      0.020109      0.051415
J1751-2857    55000.0000  DE421     267.8862216454     -28.9629229667      -7.496      -5.805       0.000       0.23405363       2.68096021      0.166603      1.920200      0.000000
J1801-1417    55000.0000  DE421     270.4628056158     -14.2929245111     -10.905      -3.229       0.000       0.39191983       2.56404814      0.303794      1.888080      0.000000
J1802-2124    55000.0000  DE421     270.5222301475     -21.4010164639      -0.819      -2.569       0.000       0.34105471       9.55479191      0.248087      7.044821      0.000000
J1804-2717    55000.0000  DE421     271.0880545946     -27.2920362306       2.462     -22.169       0.836       0.38522661       6.09296394      0.281315      3.503741      1.635164
J1824-2452A   54500.0000  DE421     276.1333662958     -24.8696774806      -0.157      -7.081       0.000       0.27630340       5.51005869      0.177974      3.582676      0.000000
J1843-1113    55000.0000  DE421     280.9219246462     -11.2252968694      -1.869      -3.556       0.638       0.15531911       0.65107077      0.080486      0.340057      0.407204
J1853+1303    55000.0000  DE421     283.4888282050      13.0622413528      -1.606      -2.873       0.000       0.09679170       0.18480996      0.035103      0.066484      0.000000
J1857+0943    55000.0000  DE421     284.4016275062       9.7214464306      -2.659      -5.425       1.014       0.03950082       0.07344636      0.003361      0.006171      0.146366
J1909-3744    55000.0000  DE421     287.4476398971     -37.7373654583      -9.520     -35.771       0.842       0.00401584       0.01402170      0.001404      0.004780      0.013672
J1910+1256    55000.0000  DE421     287.5404226121      12.9404130750       0.297      -7.018       0.000       0.11343794       0.21169631      0.065220      0.127396      0.000000
J1911+1347    55000.0000  DE421     287.9800194900      13.7928844194      -2.859      -3.764       0.000       0.06990919       0.15036376      0.077508      0.134029      0.000000
J1911-1114    55000.0000  DE421     287.9553430221     -11.2395780278     -13.924      -8.099       0.000       0.49261020       2.41621813      0.336508      1.545238      0.000000
J1918-0642    55000.0000  DE421     289.7001379942      -6.7096916056      -7.138      -6.074       0.000       0.08891813       0.29657625      0.035510      0.118619      0.000000
J1939+2134    55000.0000  DE421     294.9106717629      21.5830904750       0.066      -0.405       0.231       0.02017307       0.02896227      0.001583      0.002261      0.056611
J1955+2908    55000.0000  DE421     298.8661488596      29.1454053139      -0.638      -3.810       0.000       0.34539584       0.52258437      0.197888      0.313960      0.000000
J2010-1323    55000.0000  DE421     302.6913360025     -13.3989075778       2.499      -5.798       0.000       0.14893835       0.61990194      0.114483      0.470333      0.000000
J2019+2425    55000.0000  DE421     304.8830869621      24.4208367389      -8.041     -19.119       0.000       1.04834970       1.83196451      0.703327      0.989907      0.000000
J2033+1734    55000.0000  DE421     308.3646424454      17.5829234139      -5.932      -8.231       0.000       1.02107707       2.06628327      0.729551      1.646951      0.000000
J2124-3358    55000.0000  DE421     321.1826992371     -33.9791440833     -14.117     -50.121       2.503       0.09399749       0.18620981      0.029467      0.059336      0.237194
J2129-5721    54500.0000  DE421     322.3448623617     -57.3539477194       9.244      -9.597       0.000       0.05416297       0.06907724      0.022247      0.027155      0.000000
J2145-0750    55000.0000  DE421     326.4602524875      -7.8384688361      -9.559      -8.923       1.771       0.20547531       0.55725038      0.041103      0.110009      0.163626
J2229+2643    55000.0000  DE421     337.4620225875      26.7326891667      -1.798      -5.886       0.000       0.29165109       0.40694237      0.186678      0.223155      0.000000
J2317+1439    55000.0000  DE421     349.2884859167      14.6586822944      -1.377       3.618       0.000       0.14528408       0.30109082      0.071944      0.138142      0.000000
J2322+2057    55000.0000  DE421     350.5930633796      20.9507436083     -18.735     -16.513       2.667       1.14887820       1.40223904      0.656685      0.874998      1.644928
