id,name,nref,raj,rajerr,raref,decj,decjerr,dref,pmra_radio,pmraerr,prref,pmdec_radio,pmdecerr,pdref,px,pxerr,pxref,posepoch,poseref,p0,p0err,p0ref,p1,p1err,p1ref,dm,dmerr,dmref,dist,pb,pberr,pbref,survey,surveyref,BinComp,BinCompref,Type,TypeRef,Assoc,raj_now,decj_now
692,B1325-49,mlt+78,202.13991666666664,0.04,nmc81,-49.35927777777778,0.04,nmc81,0.0,0.0,,0.0,0.0,,,0.0,,43557.83,,1.4787213559,4e-10,nmc81,6.1e-16,2e-17,nmc81,118.0,2.0,nmc81,8.396,,0.0,,"mol2,pks70,pkssw,htru_pks",,,,,,,202.1399166666666,-49.35927777777777
693,J1329+13,ttm+18,202.24999999999997,120.0,ttm+18,13.733333333333333,120.0,ttm+18,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,12.0,2.0,ttm+18,1.087,,0.0,,misc,,,RRAT(?)[ttm+18],,,,202.24999999999997,13.733333333333333
694,J1329-6158,kbm+03,202.26374999999996,0.6,kbm+03,-61.98305555555556,0.6,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51490.0,,1.5652179638,8e-10,kbm+03,3.39e-14,3e-16,kbm+03,514.0,11.0,kbm+03,11.872,,0.0,,"pksmb,htru_pks",,,,,,,202.26374999999993,-61.98305555555556
695,J1331-5245,kjv+10,202.75004166666668,0.04,bbb+12,-52.75705555555555,0.04,bbb+12,0.0,0.0,,0.0,0.0,,,0.0,,55195.0,,0.6481166471,2e-10,bbb+12,5.1e-16,9e-18,bbb+12,148.4,0.3,bbb+12,8.933,,0.0,,htru_pks,,,,,,,202.75004166666668,-52.75705555555555
696,J1332-03,kkl+15,202.99999999999997,2.0,kkl+15,-3.4333333333333336,2.0,kkl+15,0.0,0.0,,0.0,0.0,,,0.0,,56657.0,,1.1064,5e-05,kkl+15,,0.0,,27.1,0.2,kkl+15,25.0,,0.0,,gb350,,,RRAT,,,,202.99999999999997,-3.433333333333333
697,J1332-3032,lml+98,203.21866666666662,0.066,hlk+04,-30.53813888888889,0.066,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,50625.78,hlk+04,0.650434490647,1.7e-11,hlk+04,5.603e-16,4e-19,hlk+04,15.1,0.19,hlk+04,0.882,,0.0,,"pks70,gbncc",,,,,,,203.2186666666666,-30.53813888888889
698,J1333-4449,jbo+09,203.43678749999998,0.005,jbo+09,-44.82395,0.005,jbo+09,0.0,0.0,,0.0,0.0,,,0.0,,53000.0,,0.345602948594,3e-12,jbo+09,5.4e-19,1.9e-19,jbo+09,44.3,1.7,jbo+09,1.434,,0.0,,pkssw,,,,,,,203.43678749999998,-44.82395
699,J1334+10,scb+19,203.62499999999997,12.0,scb+19,10.083333333333334,12.0,scb+19,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.9111,0.0,scb+19,,0.0,,24.0,0.04,scb+19,25.0,,0.0,,lotaas,,,,,,,203.62499999999997,10.083333333333334
700,J1334-5839,mld+96,203.62545458333332,0.0009,dsb+98,-58.65459583333333,0.0009,dsb+98,0.0,0.0,,0.0,0.0,,,0.0,,48959.0,,0.1077182159234,2e-13,dsb+98,2.1596e-17,4e-21,dsb+98,119.2978,0.0009,dsb+98,2.495,,0.0,,"pks70,pksmb,htru_pks",,,,,,,203.62545458333332,-58.65459583333333
701,J1335-3642,mld+96,203.89999999999998,20.0,mld+96,-36.7,20.0,mld+96,0.0,0.0,,0.0,0.0,,,0.0,,50400.0,,0.399192,3e-06,mld+96,,0.0,,41.82,0.1,mss+20,2.495,,0.0,,"pks70,pkssw,gbncc",,,,,,,203.89999999999995,-36.7
702,J1336-2522,kmk+18,204.0868333333333,0.02,kmk+18,-25.36711111111111,0.02,kmk+18,0.0,0.0,,0.0,0.0,,,0.0,,57514.0,,0.4781454828,6e-12,kmk+18,3.306e-16,5e-19,kmk+18,37.39,0.12,mss+20,5.349,,0.0,,gbncc,,,,,,,204.08683333333326,-25.36711111111111
703,J1336+33,ttm+18,203.99999999999997,120.0,ttm+18,33.766666666666666,120.0,ttm+18,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,3.013,0.0,ttm18,,0.0,,8.5,1.0,ttm+18,0.719,,0.0,,misc,,,RRAT(?)[ttm18],,,,203.99999999999997,33.76666666666666
704,J1337-4441,kbj+18,204.3656208333333,0.01,sfj+20,-44.69508333333333,0.01,sfj+20,0.0,0.0,,0.0,0.0,,,0.0,,56933.0,sfj+20,1.2575114926,4e-11,sfj+20,3.031e-16,5e-19,sfj+20,97.8,0.2,sfj+20,25.0,,0.0,,pks_superb,,,,,,,204.36562083333328,-44.695083333333336
705,J1337-6306,hfs+04,204.33479166666666,0.05,hfs+04,-63.10647222222222,0.05,hfs+04,0.0,0.0,,0.0,0.0,,,0.0,,51900.0,,0.207953012189,4e-12,hfs+04,3.558e-16,3e-19,hfs+04,777.7,1.7,hfs+04,12.932,,0.0,,pksmb,,,,,,,204.33479166666666,-63.10647222222222
706,J1337-6423,kjb+12,204.3828458333333,0.002,nbb+14,-64.38469861111112,0.002,nbb+14,-6.0,6.0,nbb+14,-7.0,5.0,nbb+14,,0.0,,55234.7,,0.009423406717798,1.7e-14,nbb+14,2.4690000000000002e-20,1.8000000000000001e-22,nbb+14,259.2,1.3,nbb+14,5.94,4.785333912,5e-09,nbb+14,htru_pks,CO[kjb+12],,,,,,204.3828626720162,-64.38467896596603
707,B1334-61,jlm+92,204.53852916666662,0.007,lbs+20,-62.07186111111111,0.007,lbs+20,0.0,0.0,,0.0,0.0,,,0.0,,57600.0,lbs+20,1.23900057924,4e-11,lbs+20,1.37911e-14,1e-18,lbs+20,640.3,0.7,hfs+04,12.363,,0.0,,"pks1,pksmb,htru_pks",,,,,,,204.5385291666666,-62.07186111111111
708,J1339-4712,jbo+09,204.98578583333332,0.0018,jbo+09,-47.20153333333334,0.0018,jbo+09,0.0,0.0,,0.0,0.0,,,0.0,,53000.0,,0.1370546579332,4e-13,jbo+09,5.3e-19,2e-20,jbo+09,39.9,0.6,jbo+09,1.212,,0.0,,"pkssw,htru_pks",,,,,,,204.98578583333332,-47.201533333333344
709,J1339-6618,kbm+03,204.98583333333332,0.2,kbm+03,-66.30216666666666,0.2,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51760.0,,0.55817922185,5e-11,kbm+03,3.5e-16,3e-17,kbm+03,241.0,3.0,kbm+03,7.327,,0.0,,"pksmb,htru_pks",,,,,,,204.9858333333333,-66.30216666666666
710,B1336-64,mlt+78,205.00133333333332,0.05,nmc81,-64.94525,0.05,nmc81,0.0,0.0,,0.0,0.0,,,0.0,,43564.94,,0.37862206628,4e-11,nmc81,5.0512e-15,1.6e-18,nmc81,76.99,0.13,hfs+04,1.402,,0.0,,"mol2,pks70,pksmb,htru_pks",,,,,,,205.0013333333333,-64.94525
711,J1341-6023,mlc+01,205.2807083333333,0.03,mlc+01,-60.39297222222222,0.03,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51280.0,,0.62728536587,1.6e-11,mlc+01,1.9461e-14,8e-18,mlc+01,364.6,0.9,mlc+01,7.278,,0.0,,"pksmb,htru_pks",,,,,,,205.2807083333333,-60.39297222222222
712,B1338-62,mdt85,205.42762499999998,0.08,wmp+00,-62.339083333333335,0.08,wmp+00,0.0,0.0,,0.0,0.0,,,0.0,,49381.0,wmp+00,0.193339746306,1.9e-11,wmp+00,2.53107e-13,3e-18,wmp+00,719.65,0.05,pkj+13,12.599,,0.0,,"misc,pks1,pksmb,htru_pks",,,,"GRS:4FGL_J1341.7-6216[fermi21],SNR:G308.8-0.1[cks+92],XRS:[pb15]",,,205.42762499999998,-62.33908333333334
713,J1342+2822B,hrs+07,205.54619624999995,0.0001,hrs+07,28.377816944444444,0.0001,hrs+07,0.0,0.0,,0.0,0.0,,,0.0,,52770.0,,0.002389420757786,1e-15,hrs+07,1.8580000000000002e-20,4e-23,hrs+07,26.148,0.002,hrs+07,10.2,1.417352298,2e-09,hrs+07,misc,He[hrs+07],,,"GC:M3(NGC5272),OPT:[cfi+19]",,,205.54619624999992,28.377816944444444
714,J1342+2822D,hrs+07,205.54249999999996,0.7,hrs+07,28.37666666666667,0.7,hrs+07,0.0,0.0,,0.0,0.0,,,0.0,,52770.0,,0.00544297516,6e-11,hrs+07,,0.0,,26.358,0.019,hrs+07,10.2,128.752,0.006,hrs+07,misc,He[hrs+07],,,GC:M3(NGC5272),,,205.54249999999996,28.37666666666667
715,J1343+6634,mhl+18,205.99691666666664,0.02,mbc+20,66.57362499999999,0.02,mbc+20,0.0,0.0,,0.0,0.0,,,0.0,,57785.0,mbc+20,1.39410378554,1e-11,mbc+20,1.0882e-15,7e-19,mbc+20,30.031,0.003,mbc+20,25.0,,0.0,,lotaas,,,,,,,205.9969166666666,66.57362499999999
716,J1344-5855,ccb+20,206.22104166666662,0.03,ccb+20,-58.92354722222222,0.03,ccb+20,0.0,0.0,,0.0,0.0,,,0.0,,57942.0,,0.252397929468,5e-12,ccb+20,2.9145e-15,1.7e-18,ccb+20,294.1,0.6,ccb+20,7.537,,0.0,,htru_pks,,,,,,,206.2210416666666,-58.92354722222222
717,J1344-6059,kbm+03,206.16499999999996,0.3,kbm+03,-60.99194444444444,0.3,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51676.0,,0.5401023214,6e-11,kbm+03,4.3e-17,4e-18,kbm+03,435.0,7.0,kbm+03,7.414,,0.0,,"pksmb,htru_pks",,,,,,,206.16499999999996,-60.99194444444444
718,J1345-6115,mlc+01,206.43512499999997,0.19,mlc+01,-61.2585,0.19,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51138.0,,1.2530845901,1.8e-10,mlc+01,3.25e-15,8e-17,mlc+01,278.1,2.0,mlc+01,5.565,,0.0,,"pksmb,htru_pks",,,,,,,206.43512499999994,-61.258500000000005
719,J1346-4918,bbb+12,206.593125,0.02,bbb+12,-49.302,0.02,bbb+12,0.0,0.0,,0.0,0.0,,,0.0,,55000.0,,0.2996251068,2e-10,bbb+12,3.5e-17,3e-18,bbb+12,74.42,0.07,bbb+12,2.529,,0.0,,htru_pks,,,,,,,206.59312499999996,-49.30199999999999
720,J1347-5947,mlc+01,206.83074999999997,0.04,mlc+01,-59.79438888888889,0.04,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51294.0,,0.609961754304,1.5e-11,mlc+01,1.416e-14,7e-18,mlc+01,293.4,0.5,mlc+01,6.285,,0.0,,"pksmb,htru_pks",,,,,,,206.83074999999997,-59.794388888888896
721,J1348-6307,mlc+01,207.17666666666668,0.4,mlc+01,-63.117777777777775,0.4,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51304.0,,0.9277722389,3e-10,mlc+01,3.79e-15,7e-17,mlc+01,597.0,3.0,mlc+01,10.64,,0.0,,"pksmb,htru_pks",,,,,,,207.17666666666668,-63.117777777777775
722,J1349-6130,mlc+01,207.4025833333333,0.18,psj+19,-61.504755555555555,0.18,psj+19,0.0,0.0,,0.0,0.0,,,0.0,,55429.0,psj+19,0.259364764102,1.3e-11,psj+19,5.11709e-15,3e-20,psj+19,283.87,0.04,okp+21,5.48,,0.0,,"pksmb,htru_pks",,,,,,,207.4025833333333,-61.504755555555555
723,J1349-63,ncb+15,207.325,30.0,ncb+15,-63.93333333333333,30.0,ncb+15,0.0,0.0,,0.0,0.0,,,0.0,,56657.0,,0.373034,1e-07,ncb+15,,0.0,,478.0,3.0,ncb+15,9.312,,0.0,,htru_pks,,,,,,,207.32500000000002,-63.93333333333333
724,J1350-5115,lml+98,207.56732916666664,0.002,lbs+20,-51.25682222222222,0.002,lbs+20,0.0,0.0,,0.0,0.0,,,0.0,,57600.0,lbs+20,0.295699706346,7e-12,lbs+20,7.57513e-16,1.8e-20,lbs+20,90.388,0.008,dsb+98,3.304,,0.0,,"pks70,pkssw,htru_pks",,,,,,,207.56732916666664,-51.25682222222221
725,J1350-6225,cwp+17,207.68520833333332,0.01,cwp+17,-62.42883333333333,0.01,cwp+17,0.0,0.0,,0.0,0.0,,,0.0,,55806.0,cwp+17,0.1381577782128,1.2e-12,cwp+17,8.88351e-15,4e-20,cwp+17,,0.0,,,,0.0,,FermiBlind,,,NRAD,GRS:4FGL_J1350.6-6224[fermi21],,,207.6852083333333,-62.42883333333333
726,J1352-6803,ebvb01,208.14354166666666,0.04,ebvb01,-68.06030555555556,0.04,ebvb01,0.0,0.0,,0.0,0.0,,,0.0,,51650.0,,0.62890254638,1.6e-11,ebvb01,1.234e-15,3e-18,ebvb01,214.6,0.2,ebvb01,9.902,,0.0,,"pkssw,pksmb,htru_pks",,,,,,,208.14354166666664,-68.06030555555556
727,J1354-6249,kbm+03,208.64583333333331,1.0,kbm+03,-62.825,1.0,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51396.0,,2.951938334,3e-09,kbm+03,1.48e-14,1.1e-15,kbm+03,254.0,17.0,kbm+03,5.159,,0.0,,"pksmb,htru_pks",,,,,,,208.6458333333333,-62.824999999999996
728,B1352-51,mlt+78,208.99454999999998,0.002,lbs+20,-51.898319444444446,0.002,lbs+20,0.0,0.0,,0.0,0.0,,,0.0,,57600.0,lbs+20,0.644304508167,1.3e-11,lbs+20,2.81191e-15,5e-20,lbs+20,112.1,0.4,nmc81,4.984,,0.0,,"mol2,pks70,pkssw,htru_pks,ghrss",,,,,,,208.99454999999998,-51.898319444444446
729,J1355-5747,lfl+06,208.90395833333332,0.15,lfl+06,-57.7875,0.15,lfl+06,0.0,0.0,,0.0,0.0,,,0.0,,53513.0,,2.0386738254,4e-10,lfl+06,7.1e-16,9e-17,lfl+06,229.0,3.0,lfl+06,6.443,,0.0,,"pksmb,htru_pks",,,,,,,208.90395833333332,-57.787499999999994
730,J1355-5925,kbm+03,208.99629166666665,0.05,kbm+03,-59.416916666666665,0.05,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51730.0,,1.21338122674,5e-11,kbm+03,5.986e-15,1.1e-17,kbm+03,354.8,0.9,kbm+03,7.208,,0.0,,"pksmb,htru_pks",,,,,,,208.99629166666662,-59.416916666666665
731,J1355-6206,kbm+03,208.83891666666665,0.06,kbm+03,-62.105583333333335,0.06,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51724.0,,0.27660304315,1e-11,kbm+03,3.1e-18,6e-19,kbm+03,547.0,3.0,kbm+03,7.542,,0.0,,"pksmb,htru_pks",,,,,,,208.83891666666665,-62.105583333333335
732,J1356-5521,mld+96,209.2106583333333,0.005,dsb+98,-55.3536,0.005,dsb+98,0.0,0.0,,0.0,0.0,,,0.0,,49016.0,,0.507379566696,6e-12,dsb+98,7.235e-16,1e-19,dsb+98,174.172,0.006,dsb+98,7.317,,0.0,,"pks70,htru_pks",,,,,,,209.2106583333333,-55.3536
733,B1353-62,kac+73,209.35416666666663,40.0,tml93,-62.46666666666667,40.0,tml93,0.0,0.0,,0.0,0.0,,,0.0,,47900.0,,0.455761,1e-06,jlm+92,,0.0,,416.7,0.2,sjd+21,6.481,,0.0,,"misc,pks1,pksmb,htru_pks",,,,,,,209.35416666666663,-62.46666666666667
734,J1357-6429,lfl+06,209.26012499999996,0.02,cml+04,-64.49172222222222,0.02,cml+04,0.0,0.0,,0.0,0.0,,,0.0,,52921.0,,0.166108327507,1.4e-11,lfl+06,3.601843e-13,1.4e-18,lfl+06,128.5,0.7,lfl+06,3.1,,0.0,,"pksmb,htru_pks",,,HE[lzg+11],"GRS:4FGL_J1356.9-6432[fermi21],XRS:PWN[zav07]",,,209.26012499999996,-64.49172222222222
735,J1358-2533,mld+96,209.67499999999998,15.0,mld+96,-25.55,15.0,mld+96,0.0,0.0,,0.0,0.0,,,0.0,,48742.0,,0.912971,1e-06,dsb+98,,0.0,,31.27,0.01,dsb+98,2.545,,0.0,,"pks70,gbncc",,,,,,,209.67499999999998,-25.55
736,B1356-60,mlt+78,209.99269999999996,0.001,jbv+19,-60.63543055555556,0.001,jbv+19,0.0,0.0,,0.0,0.0,,,0.0,,57600.0,jbv+19,0.1275084662167,4e-13,jbv+19,6.33028e-15,1.2e-20,jbv+19,293.736,0.003,pkj+13,5.0,,0.0,,"mol2,pks1,pks70,pksmb,htru_pks",,,,,,,209.99269999999993,-60.635430555555544
737,J1400-1431,rsm+13,210.1541817083333,0.00015,skm+17,-14.529734722222223,0.00015,skm+17,17.0,2.1,,-55.0,5.6,,3.6,1.1,skm+17,56960.0,skm+17,0.0030842332603919,8e-17,skm+17,7.2333e-21,1.4999999999999998e-24,skm+17,4.932258,3e-06,skm+17,0.278,9.5474676743,1.9e-09,skm+17,"gb350,gbncc",He[skm+17],,,"GRS:4FGL_J1400.6-1432[fermi21],OPT:[skm+17],XRS:[skm+17]",,,210.1541116928145,-14.529508201183617
738,J1400+21,ttm18,210.075,30.0,ttm18,21.45,30.0,ttm18,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,10.5,1.0,ttm18,0.908,,0.0,,misc,,,RRAT[ttm18],,,,210.07499999999996,21.449999999999996
739,J1400-6325,rmg+10,210.190375,0.1,tcr+09,-63.4285,0.1,tcr+09,0.0,0.0,,0.0,0.0,,,0.0,,55105.0,,0.0311816011,3e-10,rmg+10,3.89e-14,6e-17,rmg+10,563.0,4.0,rmg+10,7.0,,0.0,,misc,,,HE,"GRS:IGR_J14003-6326,SNR:G310.6-1.6",,,210.190375,-63.42849999999999
740,B1358-63,mlt+78,210.46854166666665,0.01,lbs+20,-63.961666666666666,0.01,lbs+20,0.0,0.0,,0.0,0.0,,,0.0,,57600.0,lbs+20,0.84280532179,6e-11,lbs+20,1.68254e-14,4e-19,lbs+20,98.0,0.5,nmc81,1.8,,0.0,,"mol2,pks1,pks70,pksmb,htru_pks",,,,,,,210.46854166666662,-63.961666666666666
741,B1359-51,vl70,210.73333333333332,0.2,lbs+20,-50.36194444444445,0.2,lbs+20,0.0,0.0,,0.0,0.0,,,0.0,,58657.41,,1.380182295,4e-09,lbs+20,5.413e-15,4e-18,lbs+20,51.0,9.0,lbs+20,1.285,,0.0,,"mol1,mol2,pkssw",,,,,,,210.73333333333332,-50.36194444444444
742,J1403-6310,kbm+03,210.80833333333334,0.2,kbm+03,-63.174166666666665,0.2,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51341.0,,0.39917017693,5e-11,kbm+03,9e-17,2e-17,kbm+03,305.0,3.0,kbm+03,5.667,,0.0,,"pksmb,htru_pks",,,,,,,210.80833333333334,-63.174166666666665
743,J1403-7646,lml+98,210.76708333333332,0.2,dsb+98,-76.78263888888888,0.2,dsb+98,0.0,0.0,,0.0,0.0,,,0.0,,49526.44,,1.306197812,8e-10,ebvb01,1.204e-15,1.6e-17,ebvb01,100.6,0.1,dsb+98,5.307,,0.0,,"pks70,pkssw",,,,,,,210.76708333333332,-76.78263888888888
744,J1404+1159,cha03,211.15411249999997,0.008,mbc+20,11.987777777777778,0.008,mbc+20,0.0,0.0,,0.0,0.0,,,0.0,,57820.0,mbc+20,2.65043929892,4e-11,mbc+20,1.3768e-15,6e-19,mbc+20,18.499,0.004,mbc+20,2.189,,0.0,,"ar4,misc,lotaas",,,,,,,211.15411249999997,11.987777777777778
745,J1405-4656,btb+15,211.33927291666666,0.0008,btb+15,-46.933975,0.0008,btb+15,-44.0,6.0,btb+15,20.0,10.0,btb+15,,0.0,,55692.7,,0.00760220343251,1e-14,btb+15,2.79e-20,4e-22,btb+15,13.884,0.003,btb+15,0.669,8.95641988,7e-08,btb+15,htru_pks,He[btb+15],,,,,,211.3394117264735,-46.93403809520853
746,J1405-5641,lfl+06,211.30170833333332,0.04,lfl+06,-56.69005555555555,0.04,lfl+06,0.0,0.0,,0.0,0.0,,,0.0,,52898.0,,0.61757468514,4e-11,lfl+06,1.198e-15,1.2e-17,lfl+06,273.0,3.0,lfl+06,12.383,,0.0,,"pksmb,htru_pks",,,,,,,211.3017083333333,-56.69005555555555
747,J1406-4233,kbj+18,211.51995833333328,0.03,sfj+20,-42.55572222222222,0.03,sfj+20,0.0,0.0,,0.0,0.0,,,0.0,,56846.0,sfj+20,2.43679543159,1.8e-10,sfj+20,6.81e-16,3e-18,sfj+20,79.7,0.8,sfj+20,6.785,,0.0,,pks_superb,,,,,,,211.51995833333325,-42.55572222222222
748,J1406-5806,kbm+03,211.50499999999997,0.2,kbm+03,-58.10888888888889,0.2,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51730.0,,0.28834924425,5e-11,kbm+03,6.11e-16,1e-17,kbm+03,229.0,3.0,kbm+03,5.567,,0.0,,"pksmb,htru_pks",,,,,,,211.50499999999994,-58.10888888888889
749,J1406-6121,mlc+01,211.70849999999996,0.06,mlc+01,-61.35775,0.06,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51111.0,,0.213074653776,1.4e-11,mlc+01,5.4701e-14,3e-18,mlc+01,537.29,0.08,okp+21,7.292,,0.0,,"pksmb,htru_pks",,,,,,,211.70849999999993,-61.35775000000001
750,J1407-6048,mlc+01,211.99433333333332,0.13,mlc+01,-60.81633333333333,0.13,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51161.0,,0.49234420664,5e-11,mlc+01,3.156e-15,8e-18,mlc+01,575.2,1.7,mlc+01,7.86,,0.0,,"pksmb,htru_pks",,,,,,,211.99433333333332,-60.81633333333334
751,J1407-6153,mlc+01,211.98541666666665,0.5,mlc+01,-61.89972222222222,0.5,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51093.0,,0.7016149492,3e-10,mlc+01,8.85e-15,7e-17,mlc+01,645.0,9.0,mlc+01,8.205,,0.0,,"pksmb,htru_pks",,,,,,,211.98541666666665,-61.89972222222222
752,J1409-6953,bbb+12,212.32041666666666,0.1,bbb+12,-69.89288888888889,0.1,bbb+12,0.0,0.0,,0.0,0.0,,,0.0,,55191.0,,0.5285907792,3e-10,bbb+12,8.4e-16,1e-17,bbb+12,167.63,0.3,tjb+14,8.751,,0.0,,htru_pks,,,,,,,212.32041666666663,-69.89288888888889
753,J1410-6132,ojk+08,212.59829583333328,0.003,fermi21,-61.53559722222222,0.003,fermi21,0.0,0.0,,0.0,0.0,,,0.0,,54357.3,,0.0500519462,0.0,ojk+08,3.2e-14,0.0,ojk+08,961.0,0.3,pkj+13,13.51,,0.0,,"htru_pks,FermiAssoc",,,"HE[ojk+08,fermi21]",GRS:4FGL_J1411.5-6133[fermi21],,,212.5982958333333,-61.53559722222222
754,J1410-7404,eb01b,212.5307083333333,0.005,eb01b,-74.08147777777778,0.005,eb01b,0.0,0.0,,0.0,0.0,,,0.0,,51460.0,,0.2787294436271,1.5e-12,eb01b,6.74e-18,9e-20,eb01b,54.24,0.06,eb01b,1.336,,0.0,,"pkssw,htru_pks",,,,,,,212.53070833333328,-74.08147777777778
755,J1411+2551,msf+17,212.8286083333333,0.003,msf+17,25.852330555555557,0.003,msf+17,-3.0,12.0,msf+17,-4.0,9.0,msf+17,,0.0,,57617.0,,0.06245289551759,2e-15,msf+17,9.56e-20,5.1e-21,msf+17,12.3737,0.0003,msf+17,1.131,2.61585677939,8e-11,msf+17,"AO327,lotaas,gbncc",NS[msf+17],,,,,,212.82862218800122,25.852349028442575
756,J1412-6111,mlc+01,213.24841666666663,0.13,mlc+01,-61.191805555555554,0.13,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51031.0,,0.52915639797,4e-11,mlc+01,1.91e-15,3e-17,mlc+01,311.8,0.9,mlc+01,5.284,,0.0,,"pksmb,htru_pks",,,,,,,213.24841666666663,-61.19180555555555
757,J1412-6145,mlc+01,213.03179166666663,0.1,psj+19,-61.75791111111111,0.1,psj+19,0.0,0.0,,0.0,0.0,,,0.0,,55363.0,psj+19,0.31525843337,1.3e-10,psj+19,9.9033e-14,4e-18,psj+19,512.48,0.08,okp+21,7.097,,0.0,,"pksmb,htru_pks",,,,,,,213.0317916666666,-61.75791111111111
758,J1412+7922,zhi+11,213.23277916666663,0.038,hg15,79.36774861111111,0.038,hg15,-40.0,30.0,hg15,-56.0,21.0,hg15,,0.0,,55449.5,hg15,0.05819907107,1.8e-11,bhe+19,3.29134e-15,3e-19,bhe+19,,0.0,,,,0.0,,misc,,,NRAD,XRS:1RXS_J141256.0+792204(Calvera),,,213.232897960807,79.36791492031382
759,J1413-6141,kbm+03,213.291125,0.09,kbm+03,-61.68694444444444,0.09,kbm+03,0.0,0.0,,0.0,0.0,,,0.0,,51500.0,,0.28562462018,1.6e-10,kbm+03,3.3344e-13,1.5e-16,kbm+03,667.6,0.06,okp+21,8.469,,0.0,,"pksmb,htru_pks",,,,,,,213.291125,-61.68694444444445
760,J1413-6205,sdz+10,213.3745833333333,0.1,sdz+10,-62.09388888888889,0.1,sdz+10,0.0,0.0,,0.0,0.0,,,0.0,,54800.0,,0.10974069969,3e-11,sdz+10,2.768e-14,4e-18,sdz+10,,0.0,,2.15,,0.0,,FermiBlind,,,NRAD,"GRS:4FGL_J1413.5-6205[fermi21],GRS:1AGL_J1412-6149",,,213.37458333333328,-62.09388888888889
761,J1413-6222,mlc+01,213.27279166666665,0.08,mlc+01,-62.37438888888889,0.08,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51092.0,,0.29240770249,3e-11,mlc+01,2.229e-15,6e-18,mlc+01,808.1,1.2,mlc+01,13.087,,0.0,,"pksmb,htru_pks",,,,,,,213.27279166666665,-62.37438888888889
762,B1409-62,jlm+92,213.3804833333333,0.008,jml+95,-63.12651388888889,0.008,jml+95,0.0,0.0,,0.0,0.0,,,0.0,,48375.5,,0.394945790784,2e-12,jml+95,7.4343e-15,2e-19,jml+95,121.98,0.06,jml+95,3.037,,0.0,,"pks1,pksmb,htru_pks",,,,,,,213.3804833333333,-63.12651388888889
763,J1414-6802,ebvb01,213.6070833333333,0.1,ebvb01,-68.04944444444445,0.1,ebvb01,0.0,0.0,,0.0,0.0,,,0.0,,51650.0,,4.6301880619,4e-10,ebvb01,6.39e-15,7e-17,ebvb01,153.5,0.6,ebvb01,5.42,,0.0,,"pkssw,htru_pks",,,,,,,213.60708333333326,-68.04944444444445
764,J1415-6621,ebvb01,213.88029166666664,0.03,hfs+04,-66.35338888888889,0.03,hfs+04,0.0,0.0,,0.0,0.0,,,0.0,,51396.18,,0.3924789731,5e-11,hfs+04,5.8e-16,1e-18,hfs+04,260.17,0.07,hfs+04,10.428,,0.0,,"pkssw,pksmb,htru_pks",,,,,,,213.8802916666666,-66.35338888888889
765,J1416-5033,bbb+12,214.18583333333333,0.2,bbb+12,-50.55472222222222,0.2,bbb+12,0.0,0.0,,0.0,0.0,,,0.0,,55337.0,,0.794882546,2e-09,bbb+12,1.2e-16,5e-17,bbb+12,58.5,0.3,bbb+12,1.423,,0.0,,htru_pks,,,,,,,214.18583333333333,-50.55472222222222
766,J1416-6037,mlc+01,214.12745833333332,0.16,mlc+01,-60.63319444444444,0.16,mlc+01,0.0,0.0,,0.0,0.0,,,0.0,,51031.0,,0.29558048193,3e-11,mlc+01,4.28e-15,1.5e-17,mlc+01,289.2,1.0,mlc+01,5.083,,0.0,,"pksmb,htru_pks",,,,,,,214.12745833333332,-60.63319444444443
767,J1417-4402,crr+16,214.37749999999997,0.09,scc+15,-44.049277777777775,0.09,scc+15,-4.7,0.1,jkc+18,-5.1,0.87,jkc+18,0.221,0.071,jkc+18,57022.0,,0.002664216,4e-10,crr+16,,0.0,,55.0,0.03,crr+16,4.4,5.37372,3e-05,crr+16,FermiAssoc,MS[scc+15],,HE,"GRS:4FGL_J1417.6-4403[fermi21],XRS:[scc+15],OPT:[scc+15]",,,214.37751957885826,-44.04925653262439
