id,name,nref,raj,rajerr,raref,decj,decjerr,dref,pmra_radio,pmraerr,prref,pmdec_radio,pmdecerr,pdref,px,pxerr,pxref,posepoch,poseref,p0,p0err,p0ref,p1,p1err,p1ref,dm,dmerr,dmref,dist,pb,pberr,pbref,survey,surveyref,BinComp,BinCompref,Type,TypeRef,Assoc,raj_now,decj_now
1515,J1747-1030,bbb+12,266.9929583333333,0.06,bbb+12,-10.501388888888888,0.06,bbb+12,0.0,0.0,,0.0,0.0,,,0.0,,55509.0,,1.5787928888,2e-10,bbb+12,4.3e-16,2e-17,bbb+12,128.0,7.0,bbb+12,2.511,,0.0,,htru_pks,,,,,,,266.9929583333333,-10.501388888888888
1516,J1747-2647,kel+09,266.87872500000003,0.016,kel+09,-26.787222222222223,0.016,kel+09,0.0,0.0,,0.0,0.0,,,0.0,,54311.0,,0.500254454491,1.6e-11,kel+09,1.32412e-14,1.8e-18,kel+09,570.0,9.0,kel+09,6.135,,0.0,,"pksmb,htru_pks",,,,,,,266.87872500000003,-26.787222222222223
1517,J1747-2802,mhl+02,266.86062499999997,0.18,mhl+02,-28.04361111111111,0.18,mhl+02,0.0,0.0,,0.0,0.0,,,0.0,,51312.0,,2.7800791979,8e-10,mhl+02,2.37e-15,1.2e-16,mhl+02,835.0,14.0,mhl+02,5.148,,0.0,,"pksmb,htru_pks",,,,,,,266.86062499999997,-28.04361111111111
1518,J1747-2809,crgl09,266.845,0.03,gpg01,-28.154166666666665,0.03,gpg01,0.0,0.0,,0.0,0.0,,,0.0,,54901.5,,0.052152855,2e-09,crgl09,1.5557e-13,3e-17,crgl09,1133.0,3.0,crgl09,8.141,,0.0,,misc,,,,"XRS:CXOU_J174722.8-280915,SNR:G0.9+0.1",,,266.845,-28.15416666666667
1519,J1747-2958,cmgl02,266.816175,0.008,gvc+04,-29.966944444444444,0.008,gvc+04,12.9,1.8,hgc+09,0.0,0.0,,,0.0,,52613.0,gvc+04,0.0988139764825,2e-12,gvc+04,6.132329e-14,1e-19,gvc+04,101.5,1.6,cmgl02,2.52,,0.0,,misc,,,,"GRS:4FGL_J1747.2-2957[fermi21],PWN:G359.23-0.82[gvc+04],GRS:1AGL_J1746-3017",,,266.8161645173397,-29.966944444444028
1520,J1747-4036,kcj+12,266.95298502916665,1.8e-05,aab+21a,-40.61521977777778,1.8e-05,aab+21a,-1.41,0.15,,-2.3,0.5,,0.1,0.7,aab+21a,56952.0,aab+21a,0.001645609614806,9e-16,aab+21a,1.3142e-20,9e-24,aab+21a,152.962668,0.0,aab+21a,7.152,,0.0,,FermiAssoc,,,HE,GRS:4FGL_J1747.7-4037[fermi21],,,266.9529908277627,-40.61521031907355
1521,B1745-12,mlt+78,267.07253208333333,0.0017,hlk+04,-13.014466666666667,0.0017,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,50021.0,hlk+04,0.3941333466126,1.4e-12,hlk+04,1.212692e-15,1.1e-20,hlk+04,99.364,0.006,hlk+04,2.403,,0.0,,"mol2,gb2,pks70,pkssw",,,,,,,267.07253208333333,-13.014466666666666
1522,B1745-20A,mlj+89b,267.2195375,0.002,frb+08,-20.361027777777778,0.002,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,frb+08,0.2886027917197,1.6e-12,frb+08,3.9933e-16,1e-19,frb+08,219.4,0.2,frb+08,8.5,,0.0,,"misc,pksmb,htru_pks",,,,GC:NGC6440,,,267.2195375,-20.36102777777778
1523,J1748-2021B,frb+08,267.2206370833333,8e-05,frb+08,-20.360794444444444,8e-05,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.016760127219257,5e-15,frb+08,-3.2913000000000004e-19,1.7000000000000002e-22,frb+08,220.922,0.011,frb+08,8.5,20.5500072,6e-07,frb+08,misc,,,,GC:NGC6440,,,267.2206370833333,-20.360794444444448
1524,J1748-2021C,frb+08,267.21322166666664,0.00015,frb+08,-20.364947222222224,0.00015,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.006226932720487,3e-15,frb+08,-5.983e-20,1.6000000000000002e-22,frb+08,226.95,0.06,frb+08,8.5,,0.0,,misc,,,,GC:NGC6440,,,267.21322166666664,-20.364947222222224
1525,J1748-2021D,frb+08,267.21519437499995,7e-05,frb+08,-20.352059444444446,7e-05,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.013495820403909,3e-15,frb+08,5.8677e-19,1.7000000000000002e-22,frb+08,224.98,0.03,frb+08,8.5,0.2860686769,4e-10,frb+08,misc,,,,GC:NGC6440,,,267.21519437499995,-20.352059444444446
1526,J1748-2021E,frb+08,267.22000166666663,0.00014,frb+08,-20.358161111111112,0.00014,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.016264003411125,6e-15,frb+08,3.124e-19,4e-22,frb+08,224.1,0.04,frb+08,8.5,,0.0,,misc,,,,GC:NGC6440,,,267.22000166666663,-20.358161111111112
1527,J1748-2021F,frb+08,267.2180579166666,0.0003,frb+08,-20.360925,0.0003,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.003793629114948,3e-15,frb+08,-1.0550000000000001e-20,1.9e-22,frb+08,220.43,0.08,frb+08,8.5,9.83396979,8e-08,frb+08,misc,,,,GC:NGC6440,,,267.2180579166666,-20.360925
1528,J1748-2444,lmd+90,267.20212499999997,0.02,hlk+04,-24.74361111111111,0.02,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,50477.0,hlk+04,0.44283849913,6e-12,hlk+04,1.1131e-16,4e-20,hlk+04,207.33,0.09,hlk+04,3.845,,0.0,,"misc,pksmb,htru_pks",,,,,,,267.20212499999997,-24.74361111111111
1529,B1744-24A,lmd+90,267.0093958333333,0.002,lmbm00,-24.776916666666665,0.002,lmbm00,0.0,0.0,,0.0,0.0,,,0.0,,48270.0,,0.01156314838986,3e-14,lmbm00,-3.4e-20,4e-22,lmbm00,242.15,0.04,hfs+04,6.9,0.075646111,2e-09,lmbm00,"misc,pksmb,htru_pks",UL[rhs+05],,,GC:Ter5,,,267.0093958333333,-24.776916666666665
1530,J1748-2446aj,crf+18,267.02088291666666,0.0002,crf+18,-24.77634722222222,0.0002,crf+18,0.0,0.0,,0.0,0.0,,,0.0,,56498.0,,0.0029589095505841,4e-16,crf+18,1.41232e-19,7e-24,crf+18,238.633,0.006,crf+18,6.9,,0.0,,misc,,,,GC:Ter5,,,267.02088291666666,-24.77634722222222
1531,J1748-2446ak,crf+18,267.0153583333333,0.0002,crf+18,-24.777175,0.0002,crf+18,0.0,0.0,,0.0,0.0,,,0.0,,56498.0,,0.0018901066845054,1.5e-16,crf+18,8.8494e-20,8e-24,crf+18,236.705,0.005,crf+18,6.9,,0.0,,misc,,,,GC:Ter5,,,267.0153583333333,-24.777175
1532,J1748-2446al,crf+18,267.0,3.0,crf+18,-24.766666666666666,3.0,crf+18,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.00595,0.0,crf+18,,0.0,,236.48,0.03,crf+18,6.9,,0.0,,misc,,,,GC:Ter5,,,267.0,-24.76666666666667
1533,J1748-2446an,rgf+21,267.02357908333335,0.00016,rgf+21,-24.778341666666666,0.00016,rgf+21,2.1,0.6,rgf+21,-28.0,18.0,rgf+21,,0.0,,56000.0,rgf+21,0.0048023377671501,5e-16,rgf+21,1.5575000000000002e-19,6e-23,rgf+21,237.736,0.008,rgf+21,4.389,9.6197533,8e-07,rgf+21,meerkat_trapum,CO(?)[rgf+21],,,GC:Ter5,,,267.0235719675505,-24.77824678948953
1534,J1748-2446C,lmbm00,267.01891666666666,0.01,lmbm00,-24.776666666666667,0.01,lmbm00,0.0,0.0,,0.0,0.0,,,0.0,,50958.0,,0.0084360953044,1e-13,lmbm00,-6.06e-19,4e-21,lmbm00,237.0,1.0,lmbm00,6.9,,0.0,,misc,,,,GC:Ter5,,,267.01891666666666,-24.776666666666664
1535,J1748-244am,ar18,267.02009791666666,0.0002,ar18,-24.779780555555554,0.0002,ar18,0.0,0.0,,0.0,0.0,,,0.0,,53700.0,,0.0029338198772443,1.8e-15,ar18,-1.3680000000000002e-19,4e-23,ar18,238.193,0.003,ar18,4.395,0.80010926,2e-08,ar18,,He(?)[ar18],,,,,,267.02009791666666,-24.779780555555554
1536,J1748-30,ncb+15,267.0,5.0,ncb+15,-30.283333333333335,5.0,ncb+15,0.0,0.0,,0.0,0.0,,,0.0,,56657.0,,0.3827347,6e-07,ncb+15,,0.0,,584.0,5.0,ncb+15,13.822,,0.0,,htru_pks,,,,,,,267.0,-30.28333333333334
1537,J1748-3009,kek+13,267.0989925,0.0003,pbm+19,-30.153133333333333,0.0003,pbm+19,0.0,0.0,,0.0,0.0,,,0.0,,54788.0,,0.009683961337179,4e-15,pbm+19,-3.5795e-20,1.9e-23,pbm+19,420.2,0.0,kek+13,5.053,2.93382034,2e-08,pbm+19,"pksmb,htru_pks",He[kek+13],,,,,,267.0989925,-30.153133333333336
1538,J1749+16,dsm+16,267.3708333333333,120.0,dsm+16,16.4,120.0,dsm+16,0.0,0.0,,0.0,0.0,,,0.0,,57022.0,,2.31165,0.0,dsm+16,,0.0,,59.6,0.0,dsm+16,7.382,,0.0,,AO327,,,,,,,267.3708333333333,16.4
1539,J1749-2146,ccb+20,267.3385041666666,0.019,ccb+20,-21.775277777777777,0.019,ccb+20,0.0,0.0,,0.0,0.0,,,0.0,,57656.0,,2.71455556146,1.2e-10,ccb+20,7.077e-15,7e-21,ccb+20,260.0,20.0,ccb+20,9.601,,0.0,,htru_pks,,,,,,,267.3385041666666,-21.77527777777778
1540,J1749-2347,hfs+04,267.3150416666666,0.12,hfs+04,-23.78805555555556,0.12,hfs+04,0.0,0.0,,0.0,0.0,,,0.0,,52055.0,,0.8744858817,4e-11,hfs+04,2.4236e-15,1e-18,hfs+04,344.0,4.0,hfs+04,12.646,,0.0,,pksmb,,,,,,,267.3150416666666,-23.78805555555556
1541,J1749-2629,mhl+02,267.29699999999997,0.05,mhl+02,-26.48611111111111,0.05,mhl+02,0.0,0.0,,0.0,0.0,,,0.0,,51495.0,,1.33538779057,1.3e-10,mhl+02,1.72e-15,3e-17,mhl+02,409.0,11.0,mhl+02,4.196,,0.0,,"pksmb,htru_pks",,,,,,,267.29699999999997,-26.48611111111111
1542,B1746-30,jlm+92,267.3062083333333,0.028,hlk+04,-30.043055555555558,0.028,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,50279.0,hlk+04,0.609873648673,1.5e-11,hlk+04,7.87067e-15,1.2e-19,hlk+04,509.4,0.3,hlk+04,12.731,,0.0,,"pks1,pksmb,htru_pks",,,,,,,267.3062083333333,-30.04305555555556
1543,J1749-4931,bbb+12,267.34904166666666,0.04,bbb+12,-49.533055555555556,0.04,bbb+12,0.0,0.0,,0.0,0.0,,,0.0,,55000.0,,0.445822307,2e-09,bbb+12,5.9e-16,2e-17,bbb+12,55.29,0.49,tjb+14,1.98,,0.0,,htru_pks,,,,,,,267.34904166666666,-49.53305555555555
1544,J1749-5417,bsb+19,267.4460833333333,0.03,bsb+19,-54.29186111111111,0.03,bsb+19,0.0,0.0,,0.0,0.0,,,0.0,,56388.0,,0.30757675186,6e-12,bsb+19,1.496e-16,7e-19,bsb+19,69.0,0.0,bsb+19,3.279,,0.0,,htru_pks,,,,,,,267.4460833333333,-54.2918611111111
1545,B1745-56,mlt+78,267.43541666666664,0.1,nmc81,-56.08861111111111,0.1,nmc81,0.0,0.0,,0.0,0.0,,,0.0,,43558.85,,1.3323097198,7e-10,nmc81,2.12e-15,3e-17,nmc81,58.0,5.0,nmc81,2.493,,0.0,,"mol2,htru_pks",,,,,,,267.43541666666664,-56.08861111111111
1546,J1749+5952,scb+19,267.3884499999999,0.002,tbc+20,59.87670277777778,0.002,tbc+20,0.0,0.0,,0.0,0.0,,,0.0,,57751.0,,0.436040950719,2e-12,tbc+20,1.519e-16,4e-19,tbc+20,45.0694,0.0004,tbc+20,25.0,,0.0,,lotaas,,,,,,,267.3884499999999,59.87670277777778
1547,J1750+07,dsm+16,267.66666666666663,120.0,dsm+16,7.55,120.0,dsm+16,0.0,0.0,,0.0,0.0,,,0.0,,57022.0,,1.90881,0.0,dsm+16,,0.0,,55.4,0.0,dsm+16,3.751,,0.0,,AO327,,,,,,,267.66666666666663,7.55
1548,J1750-2043,lfl+06,267.57666666666665,0.5,lfl+06,-20.718888888888888,0.5,lfl+06,0.0,0.0,,0.0,0.0,,,0.0,,52923.0,,5.639047079,3e-09,lfl+06,7.9e-15,1.6e-15,lfl+06,239.0,7.0,lfl+06,8.84,,0.0,,pksmb,,,,,,,267.57666666666665,-20.718888888888888
1549,J1750-2438,mhl+02,267.74911249999997,0.009,mhl+02,-24.649444444444445,0.009,mhl+02,0.0,0.0,,0.0,0.0,,,0.0,,51491.0,,0.712794036774,1e-11,mhl+02,1.0797e-14,3e-18,mhl+02,476.0,5.0,mhl+02,12.845,,0.0,,"pksmb,htru_pks",,,,,,,267.74911249999997,-24.64944444444444
1550,J1750-2444,hfs+04,267.59566666666666,0.08,hfs+04,-24.74638888888889,0.08,hfs+04,0.0,0.0,,0.0,0.0,,,0.0,,51835.0,,0.8993767214,5e-11,hfs+04,2.64e-16,3e-18,hfs+04,331.0,4.0,hfs+04,4.858,,0.0,,"pksmb,htru_pks",,,,,,,267.59566666666666,-24.74638888888889
1551,J1750-2536,kek+13,267.6391249999999,0.02,kek+13,-25.611944444444447,0.02,kek+13,0.0,0.0,,0.0,0.0,,,0.0,,50593.8,,0.034749053,8e-09,kek+13,,0.0,,178.4,0.0,kek+13,3.22,17.14165,4e-06,kek+13,"pksmb,htru_pks",CO[kek+13],,,,,,267.6391249999999,-25.611944444444447
1552,J1750-28,ncb+15,267.5166666666666,0.2,ncb+15,-28.75,0.2,ncb+15,0.0,0.0,,0.0,0.0,,,0.0,,56783.0,,1.3005131462,7e-10,ncb+15,5.78e-15,1.9e-19,ncb+15,388.0,12.0,ncb+15,4.069,,0.0,,htru_pks,,,,,,,267.5166666666666,-28.75
1553,B1747-31,jlm+92,267.6971583333333,0.0084,hlk+04,-31.96225,0.0084,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,50271.0,hlk+04,0.91036298415,5e-12,hlk+04,1.9652e-16,4e-20,hlk+04,206.34,0.04,hlk+04,4.338,,0.0,,"pks1,pksmb,htru_pks",,,,,,,267.6971583333333,-31.96225
1554,J1750-3503,mld+96,267.68542083333324,0.006,dsb+98,-35.05247222222222,0.006,dsb+98,0.0,0.0,,0.0,0.0,,,0.0,,48735.0,,0.68401360292,3e-11,dsb+98,3.81e-17,4e-19,dsb+98,189.35,0.02,dsb+98,5.864,,0.0,,"pks70,pksmb,htru_pks,gbncc",,,,,,,267.68542083333324,-35.05247222222222
1555,J1750-3703A,dpm+01a,267.55750666666665,0.0005,frb+08,-37.053041666666665,0.0005,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.1116008373133,4e-13,frb+08,5.661e-18,8e-21,frb+08,233.82,0.03,frb+08,11.6,17.3342759,7e-07,frb+08,misc,,,,GC:NGC6441,,,267.55750666666665,-37.053041666666665
1556,J1750-3703B,frb+08,267.55073749999997,0.0004,frb+08,-37.05636944444444,0.0004,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.006074542086503,6e-15,frb+08,1.92e-20,5.0000000000000005e-22,frb+08,234.391,0.009,frb+08,11.6,3.60511446,5e-08,frb+08,misc,,,,GC:NGC6441,,,267.55073749999997,-37.05636944444444
1557,J1750-3703C,frb+08,267.55605875,0.0007,frb+08,-37.05155,0.0007,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.02656867837497,5e-14,frb+08,-9.96e-19,3e-21,frb+08,230.67,0.02,frb+08,11.6,,0.0,,misc,,,,GC:NGC6441,,,267.55605875,-37.05155
1558,J1750-3703D,frb+08,267.55457041666665,0.0004,frb+08,-37.05176888888889,0.0004,frb+08,0.0,0.0,,0.0,0.0,,,0.0,,54000.0,,0.005139936774902,4e-15,frb+08,4.928e-19,3.0000000000000004e-22,frb+08,230.09,0.17,frb+08,11.6,,0.0,,misc,,,,GC:NGC6441,,,267.55457041666665,-37.05176888888888
1559,J1751-2516,mhl+02,267.96929166666666,0.06,mhl+02,-25.27861111111111,0.06,mhl+02,0.0,0.0,,0.0,0.0,,,0.0,,51383.0,,0.39483578357,1e-10,mhl+02,2.645e-15,3e-18,mhl+02,556.0,3.0,mhl+02,5.18,,0.0,,"pksmb,htru_pks",,,,,,,267.96929166666666,-25.27861111111111
1560,J1751-2737,bdf+17,267.8027083333333,0.02,bdf+17,-27.62216666666667,0.02,bdf+17,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.00223,0.0,bdf+17,,0.0,,260.0,0.0,bdf+17,3.483,,0.0,,misc,,,,,,,267.8027083333333,-27.62216666666667
1561,J1751-2857,sfl+05,267.88622165416666,1.7e-05,dcl+16,-28.962922222222222,1.7e-05,dcl+16,-7.4,0.1,dcl+16,-4.3,1.2,dcl+16,,0.0,,55000.0,,0.003914873259435,3e-15,dcl+16,1.1210000000000001e-20,3e-23,dcl+16,42.84,0.03,dcl+16,1.089,110.7464608,4e-08,dcl+16,"pksmb,htru_pks",He[sfl+05],,,,,,267.8862411010427,-28.96291092200788
1562,J1751-3323,kbm+03,267.88635416666665,0.011,ywml10,-33.394333333333336,0.011,ywml10,0.0,0.0,,0.0,0.0,,,0.0,,53750.0,ywml10,0.5482271038,7e-11,ywml10,8.83e-15,7e-18,ywml10,296.7,0.6,kbm+03,14.283,,0.0,,"pksmb,htru_pks",,,,,,,267.88635416666665,-33.394333333333336
1563,B1747-46,wvl69,267.92581666666666,0.002,jbv+19,-46.957369444444446,0.002,jbv+19,-13.0,5.0,jbv+19,-59.0,7.0,jbv+19,,0.0,,57600.0,jbv+19,0.7423536034383,6e-13,jbv+19,1.29787e-15,6e-20,jbv+19,20.4,0.4,dmk+93,0.739,,0.0,,"misc,mol2,pks70,pkssw,htru_pks",,,,,,,267.925876535174,-46.95709773213133
1564,J1752+2359,fcwa95,268.14758333333333,0.02,lwf+04,23.996722222222225,0.02,lwf+04,0.0,0.0,,0.0,0.0,,,0.0,,51952.0,,0.409050865044,9e-12,lwf+04,6.427e-16,9e-19,lwf+04,36.19635,0.0006,bkk+16,3.03,,0.0,,"ar4,lotaas",,,,,,,268.14758333333333,23.996722222222225
1565,J1752-2410,hfs+04,268.2447583333333,0.015,hfs+04,-24.17388888888889,0.015,hfs+04,0.0,0.0,,0.0,0.0,,,0.0,,51865.0,,0.1910366935341,1.9e-12,hfs+04,6.1773e-16,8e-20,hfs+04,508.3,0.9,hfs+04,12.399,,0.0,,"pksmb,htru_pks",,,,,,,268.2447583333333,-24.173888888888886
1566,B1749-28,tv68,268.24454,0.0017,hlk+04,-28.110361111111114,0.0017,hlk+04,-4.0,6.0,fgml97,-5.0,5.0,fgml97,,0.0,,46483.0,hlk+04,0.56255763553,3e-11,hlk+04,8.12913e-15,1e-19,hlk+04,50.372,0.008,hlk+04,0.2,,0.0,,"mol1,jb1,mol2,jb2,pks1,pks70,pksmb,htru_pks",,,,,,,268.2445246026286,-28.110380357821033
1567,J1752-2821,mhl+02,268.10229166666664,0.03,mhl+02,-28.352777777777778,0.03,mhl+02,0.0,0.0,,0.0,0.0,,,0.0,,50974.0,,0.64022949952,4e-11,mhl+02,3.468e-15,1.7e-17,mhl+02,516.3,1.3,mhl+02,5.436,,0.0,,"pksmb,htru_pks",,,,,,,268.10229166666664,-28.352777777777774
1568,J1753-12,bb10,268.2208333333333,58.0,bb10,-12.983333333333333,58.0,bb10,0.0,0.0,,0.0,0.0,,,0.0,,54831.0,,0.405454,1e-06,bb10,,0.0,,73.2,5.2,bb10,1.123,,0.0,,pkssw,,,RRAT,,,,268.2208333333333,-12.983333333333334
1569,J1753-1914,lfl+06,268.39654583333333,0.012,lfl+06,-19.249444444444446,0.012,lfl+06,0.0,0.0,,0.0,0.0,,,0.0,,53150.0,,0.0629548889725,1.2e-12,lfl+06,2.02e-18,1.2e-19,lfl+06,105.3,0.3,lfl+06,2.915,,0.0,,"pksmb,htru_pks",,,,,,,268.39654583333333,-19.24944444444445
1570,J1753-2240,kkl+09,268.4160291666666,0.005,kkl+09,-22.678333333333335,0.005,kkl+09,0.0,0.0,,0.0,0.0,,,0.0,,54275.02,,0.0951378086771,7e-13,kkl+09,9.7e-19,1.2e-19,kkl+09,158.6,0.4,kkl+09,3.232,13.6375668,7e-07,kkl+09,"pksmb,htru_pks",NS(?)[kkl+09],,,,,,268.4160291666666,-22.678333333333335
1571,B1750-24,cl86,268.3775416666666,0.029,hlk+04,-25.006944444444443,0.029,hlk+04,0.0,0.0,,0.0,0.0,,,0.0,,49613.0,hlk+04,0.52833640936,3e-11,hlk+04,1.411502e-14,1.7e-19,hlk+04,672.0,3.0,hlk+04,5.309,,0.0,,"jb2,pksmb,htru_pks",,,,,,,268.3775416666666,-25.006944444444443
1572,J1753-28,ccb+20,268.2749999999999,24.0,ccb+20,-28.883333333333333,24.0,ccb+20,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.08585861,2e-08,ccb+20,,0.0,,18.0,0.9,ccb+20,0.693,,0.0,,htru_pks,,,,,,,268.2749999999999,-28.88333333333333
1573,J1753-2819,mic13,268.48409875,0.0004,pbm+19,-28.325008333333333,0.0004,pbm+19,0.0,0.0,,0.0,0.0,,,0.0,,57299.0,,0.018623631832618,4e-15,pbm+19,-4.9360000000000006e-20,1.4000000000000002e-22,pbm+19,298.4,0.0,mic13,4.143,0.387677373,3e-09,pbm+19,pksmb,,,,,,,268.48409875,-28.32500833333333
1574,J1753-38,bb10,268.24999999999994,1.0,kjv+10,-38.81666666666667,1.0,kjv+10,0.0,0.0,,0.0,0.0,,,0.0,,55305.0,,0.666804,0.0,kjv+10,,0.0,,167.6,0.2,mss+20,8.815,,0.0,,"pkssw,htru_pks,gbncc",,,RRAT,,,,268.24999999999994,-38.81666666666667
1575,J1754-2422,kjv+10,268.6523333333333,0.06,bbb+12,-24.373333333333335,0.06,bbb+12,0.0,0.0,,0.0,0.0,,,0.0,,55310.0,,2.0902480768,4e-10,bbb+12,8.3e-16,2e-17,bbb+12,738.0,6.0,bbb+12,11.097,,0.0,,htru_pks,,,,,,,268.6523333333333,-24.373333333333335
1576,J1754-3014,mll+06,268.6257541666666,0.04,jcs+17,-30.250833333333333,0.04,jcs+17,0.0,0.0,,0.0,0.0,,,0.0,,55292.0,jcs+17,1.3204904144,3e-10,jcs+17,4.428e-15,1.9e-17,jcs+17,89.7,0.07,jcs+17,2.52,,0.0,,pksmb,,,RRAT,,,,268.6257541666666,-30.250833333333333
1577,J1754-3443,hfs+04,268.65571666666665,0.014,hfs+04,-34.73163888888889,0.014,hfs+04,0.0,0.0,,0.0,0.0,,,0.0,,52260.0,,0.361690595821,1e-11,hfs+04,5.712e-16,7e-19,hfs+04,188.7,0.09,mss+20,7.197,,0.0,,"pksmb,htru_pks,gbncc",,,,,,,268.65571666666665,-34.73163888888889
1578,J1754-3510,lfl+06,268.72756666666663,0.007,lfl+06,-35.17861111111111,0.007,lfl+06,0.0,0.0,,0.0,0.0,,,0.0,,53097.0,,0.392703893399,3e-12,lfl+06,7.816e-16,5e-19,lfl+06,81.23,0.1,mss+20,2.556,,0.0,,"pksmb,htru_pks,gbncc",,,,,,,268.72756666666663,-35.17861111111111
1579,B1753+52,dtws85,268.5954449999999,0.0001,dgb+19,52.020067777777776,0.0001,dgb+19,-3.95,0.05,dgb+19,1.11,0.07,dgb+19,0.16,0.03,dgb+19,56000.0,dgb+19,2.39139679486,3e-11,hlk+04,1.5641e-15,3e-19,hlk+04,35.0096,0.0064,bkk+16,6.25,,0.0,,"gb2,lotaas",,,,,,,268.59545838445763,52.02006401657464
1580,J1755-0903,bbb+12,268.79318333333333,0.005,bbb+12,-9.064333333333334,0.005,bbb+12,0.0,0.0,,0.0,0.0,,,0.0,,55536.0,,0.190709642575,4e-12,bbb+12,7.809e-16,3e-19,bbb+12,63.67,0.05,mss+20,0.235,,0.0,,"htru_pks,gbncc",,,,,,,268.79318333333333,-9.064333333333334
1581,J1755-1650,lfl+06,268.7985333333333,0.018,lfl+06,-16.84472222222222,0.018,lfl+06,0.0,0.0,,0.0,0.0,,,0.0,,53165.0,,0.73374443871,3e-11,lfl+06,6.86e-16,3e-18,lfl+06,159.9,1.0,lfl+06,4.618,,0.0,,"pksmb,htru_pks",,,,,,,268.7985333333333,-16.84472222222222
1582,J1755-2025,kel+09,268.8991708333333,0.006,kel+09,-20.416666666666668,0.006,kel+09,0.0,0.0,,0.0,0.0,,,0.0,,54268.1,,0.322231178915,5e-12,kel+09,4.4217e-15,6e-19,kel+09,364.3,0.5,kel+09,15.975,,0.0,,"pksmb,htru_pks",,,,,,,268.8991708333333,-20.41666666666667
1583,J1755-2521,mhl+02,268.99879166666665,0.09,mhl+02,-25.3575,0.09,mhl+02,0.0,0.0,,0.0,0.0,,,0.0,,51586.0,,1.1759678772,5e-10,mhl+02,9.0193e-14,1.7e-17,mhl+02,252.0,4.0,mhl+02,3.444,,0.0,,"pksmb,htru_pks",,,,,,,268.99879166666665,-25.3575
1584,J1755-25211,hfs+04,268.83045833333335,0.05,hfs+04,-25.352500000000003,0.05,hfs+04,0.0,0.0,,0.0,0.0,,,0.0,,51908.0,,1.00451255339,7e-11,hfs+04,3.12081e-14,1.3e-18,hfs+04,835.0,5.0,hfs+04,5.055,,0.0,,pksmb,,,,,,,268.83045833333335,-25.3525
1585,J1755-2534,hfs+04,268.9575833333333,0.03,hfs+04,-25.5775,0.03,hfs+04,0.0,0.0,,0.0,0.0,,,0.0,,52188.0,,0.233540625445,9e-12,hfs+04,1.12061e-14,9e-19,hfs+04,590.0,3.0,hfs+04,4.399,,0.0,,pksmb,,,,,,,268.9575833333333,-25.5775
1586,J1755-2550,ncb+15,268.90999999999997,0.004,nkt+18,-25.839444444444442,0.004,nkt+18,0.0,0.0,,0.0,0.0,,,0.0,,57329.0,,0.3151960620987,1.6e-12,nkt+18,2.4337e-15,1.4e-18,nkt+18,750.9,0.4,nkt+18,4.891,9.6963342,6e-07,nkt+18,htru_pks,NS(?)[nkt+18],,,,,,268.90999999999997,-25.839444444444446
1587,J1755-26,ncb+15,268.817875,0.04,ncb+15,-26.0,0.04,ncb+15,0.0,0.0,,0.0,0.0,,,0.0,,56827.0,,0.43087215605,1.4e-10,ncb+15,1.228e-14,5e-21,ncb+15,405.0,4.0,ncb+15,3.946,,0.0,,htru_pks,,,,,,,268.817875,-26.0
1588,J1755-2725,mhl+02,268.92449999999997,0.09,mhl+02,-27.429166666666667,0.09,mhl+02,0.0,0.0,,0.0,0.0,,,0.0,,51492.0,,0.26195467832,5e-11,mhl+02,1.4e-17,9e-18,mhl+02,115.1,0.07,mss+20,2.704,,0.0,,"pksmb,htru_pks,gbncc",,,,,,,268.92449999999997,-27.429166666666667
1589,J1755-33,kek+13,268.8,30.0,kek+13,-33.516666666666666,30.0,kek+13,0.0,0.0,,0.0,0.0,,,0.0,,52080.6,,0.959466,4e-06,kek+13,,0.0,,266.5,0.0,kek+13,14.084,,0.0,,pksmb,,,,,,,268.8,-33.516666666666666
1590,J1755-3716,nbb+14,268.89769249999995,0.0004,nbb+14,-37.26966111111111,0.0004,nbb+14,0.0,0.0,,0.0,0.0,,,0.0,,55958.8,,0.01278606928999,1e-13,nbb+14,3.1e-20,4e-21,nbb+14,167.603,0.019,nbb+14,8.181,11.5156057,3e-07,nbb+14,htru_pks,CO[nbb+14],,,,,,268.89769249999995,-37.26966111111111
