#Table: J/MNRAS/353/1311/table6.dat (cdsarc.u-strasbg.fr)
--------------------------------------------------------------------------------------------------------------------------------------------------
           |f|         |           |        |           |         |      |     |       |      |      |     |       |      |    |       |    |
           |_|         |           |        |           |         |      |     |       |      |      |     |       |      |    |       |    |
           |P|         |           |        |           |         |      |     |       |      |      |     |       |      |    |       |    |
           |S|         |           |        |           |         |      |     |       |      |      |     |       |      |    |       |    |
           |R|         |           |        |           |         |      |  e_p|       |    e_|      |    e|       |      |    |       |    |
PSRJ       |J|PSRB     |       ELON|  e_ELON|       ELAT|   e_ELAT|pmELON|mELON| pmELAT|pmELAT|  pmRA|_pmRA|   pmDE|e_pmDE|NTOA|  Epoch|Span| tRMS
-----------|-|---------|-----------|--------|-----------|---------|------|-----|-------|------|------|-----|-------|------|----|-------|----|-----
J1728-0007 | |B1726-00 |261.45694  |.0000300|+23.07747  |0.0000800| -15. | 28. |    4. |  90. | -14. | 29. |    5. |  90. | 111|50089.0|13.7|  474
J1730-2304 | |         |263.1859657|.0000007| +0.1890   |0.0003000|  20.0|   .8|   -0. | 400. |  19. | 17. |   -0. | 400. | 412|50830.0| 9.7|   24
J1730-3350 |g|B1727-33 |263.78299  |.0000400|-10.5638   |0.0003000|      |     |       |      |      |     |       |      | 197|50198.0| 9.8| 1463
J1732-1930 | |         |263.46776  |.0000800| +3.7802   |0.0019000|      |     |       |      |      |     |       |      |  63|51197.0| 7.7|  900
J1733-2228 | |B1730-22 |263.86595  |.0000300| +0.821    |0.0030000| -10. | 22. | -700. |1800. | -43. | 84. | -700. |1800. | 326|48712.0|21.3|  746
J1734-0212 | |B1732-02 |263.24071  |.0001100|+21.0805   |0.0004000|      |     |       |      |      |     |       |      |  95|49699.0|16.0| 2352
J1735-0724 | |B1732-07 |263.576718 |.0000050|+15.885912 |0.0000200|  -2. |  6. |   23. |  24. |  -1. |  6. |   23. |  24. | 294|49887.0|14.9|  173
J1738-3211 | |B1735-32 |265.48493  |.0000300| -8.84158  |0.0001600|  -5. | 19. |   40. | 131. |  -4. | 20. |   40. | 131. | 310|49595.0|16.6|  840
J1739-2903 |g|B1736-29 |265.514612 |.0000140| -5.69117  |0.0001500|      |     |       |      |      |     |       |      | 352|49448.0|17.4|  846
J1739-3131 |g|B1736-31 |265.567611 |.0000190| -8.16082  |0.0001400| -71. | 16. |  -14. | 119. | -72. | 16. |  -12. | 119. | 198|49138.0|15.5|  848
J1740+1311 |g|B1737+13 |263.975138 |.0000060|+36.534490 |0.0000090| -24. |  3. |  -22. |   6. | -25. |  3. |  -21. |   6. | 389|48262.0|24.0|  331
J1741+2758 | |         |263.5969   |.0006000|+51.3078   |0.0008000|      |     |       |      |      |     |       |      |  33|51318.0| 7.1| 2769
J1741-0840 | |B1738-08 |265.24155  |.0000700|+14.6869   |0.0003000|  -4. | 45. |   45. | 179. |  -2. | 45. |   46. | 178. | 269|48714.0|21.4| 1326
J1743-0339 | |B1740-03 |265.53003  |.0001200|+19.7207   |0.0004000|      |     |       |      |      |     |       |      | 160|50067.0|13.9| 3942
J1743-1351 | |B1740-13 |265.97054  |.0000300| +9.52150  |0.0001700| -34. | 25. | -259. | 191. | -41. | 26. | -258. | 191. | 139|49666.0|16.1|  765
J1743-3150 |g|B1740-31 |266.48194  |.0000500| -8.4501   |0.0004000| -38. | 62. |  100. | 600. | -36. | 61. |  100. | 600. | 230|50241.0|12.9| 1746
J1744-1134 | |         |266.1193367|.0000003|+11.8052314|0.0000013|  18.9|   .4|  -10. |   3. |  18.6|  0.4|  -11. |   3. | 259|51098.0| 8.6|    8
J1745-3040 | |B1742-30 |266.952393 |.0000040| -7.27114  |0.0000400|  11. |  4. |   82. |  32. |  13. |  4. |   81. |  32. | 343|49890.0|15.0|  181
J1748-1300 | |B1745-12 |267.100155 |.0000070|+10.39535  |0.0000400|   5. |  7. |  -44. |  47. |   4. |  7. |  -44. |  47. | 253|50021.0|14.4|  275
J1748-2021 | |B1745-20 |267.3896   |.0003000| +3.052    |0.0070000|      |     |       |      |      |     |       |      | 341|50255.0|13.0|14937
J1748-2444 | |         |267.45850  |.0000500| -1.329    |0.0030000|  -6. | 61. |-1000. |4000. | -26. | 91. |-1000. |4000. | 145|50477.0|11.8| 1761
J1749-3002 | |B1746-30 |267.65266  |.0001000| -6.6257   |0.0009000|      |     |       |      |      |     |       |      | 177|50279.0|13.0| 3157
J1750-3157 | |B1747-31 |268.02452  |.0000300| -8.53877  |0.0001600|  12. | 24. |    5. | 164. |  12. | 23. |    4. | 164. | 163|50271.0|13.1|  960
J1750-3503 | |         |268.0660   |.0005000|-11.632    |0.0030000|      |     |       |      |      |     |       |      |  98|50548.0| 9.7|12549
J1752-2806 | |B1749-28 |268.446483 |.0000070| -4.68055  |0.0000800|   0.6|  2.3|   44. |  27. |   1.1|  2.3|   44. |  27. | 599|46483.0|33.6|  461
J1753-2501 | |B1750-24 |268.52915  |.0001000| -1.576    |0.0040000| -52. | 77. | 1000. |4000. | -41. | 87. | 1000. |4000. | 177|49613.0|16.7| 3518
J1754+5201 | |B1753+52 |266.5597   |.0005000|+75.44258  |0.0001300|      |     |       |      |      |     |       |      | 224|49666.0|16.1| 3550
J1756-2435 | |B1753-24 |269.309992 |.0000180| -1.1554   |0.0010000| -15. | 16. | -100. | 900. | -16. | 17. | -100. | 900. | 200|49613.0|16.7|  766
J1757-2421 | |B1754-24 |269.428089 |.0000050| -0.9307   |0.0004000| -17. |  5. | -500. | 400. | -20. |  6. | -500. | 400. | 275|49909.0|15.1|  251
J1759-2205 | |B1756-22 |269.861581 |.0000050| +1.3467   |0.0003000| -22. |  5. |  600. | 300. | -22. |  5. |  600. | 300. | 348|49721.0|16.1|  317
J1759-2922 | |         |269.95709  |.0000500| -5.9294   |0.0007000|  -3. | 58. |    0. |1100. |  -3. | 59. |    0. |1100. |  91|50856.0| 9.7|  579
J1801-0357 |g|B1758-03 |270.364442 |.0000200|+19.47356  |0.0000700| -34. | 20. |  -74. |  66. | -34. | 20. |  -74. |  66. | 222|49930.0|14.9|  717
J1801-2304 |g|B1758-23 |270.309    |.0070000| +1.2      |2.0000000|      |     |       |      |      |     |       |      |  70|52503.0| 1.3| 4001
J1801-2451 |g|B1757-24 |270.2266   |.0015000| -1.46     |0.1000000|      |     |       |      |      |     |       |      |  64|52503.0| 1.3|  755
J1801-2920 | |B1758-29 |270.390103 |.0000110| -5.90537  |0.0001300| -23. | 20. | -200. | 300. | -22. | 20. | -200. | 300. | 185|50549.0|11.3|  542
J1803-2137 |g|B1800-21 |270.89659  |.0000300| +1.8282   |0.0010000|      |     |       |      |      |     |       |      | 360|49527.0| 6.9| 1846
J1803-2712 | |B1800-27 |270.78619  |.0000600| -3.7649   |0.0010000|  60. | 65. | -700. |1500. |  64. | 68. | -700. |1500. | 113|50261.0|13.0|  957
J1804-0735 | |B1802-07 |271.244603 |.0000070|+15.84387  |0.0000300|  -5. |  7. |   -5. |  25. |  -5. |  7. |   -5. |  25. | 361|50337.0|12.7|  291
J1804-2717 | |         |270.969109 |.0000030| -3.85638  |0.0000600|   4. |  5. |  -97. |  89. |   4. |  5. |  -97. |  89. | 239|51041.0| 8.7|   86
J1805+0306 | |B1802+03 |271.442452 |.0000090|+26.54122  |0.0000300| -14. |  9. |  -13. |  31. | -14. |  9. |  -14. |  31. | 149|49946.0|14.8|  170
J1806-1154 | |B1804-12 |271.52617  |.0000400|+11.5232   |0.0003000| -13. | 46. | -200. | 400. | -11. | 47. | -200. | 400. | 146|50134.0|13.8|  679
J1807-0847 | |B1804-08 |271.9492293|.0000017|+14.631017 |0.0000070|  -2.3|  1.2|   -4. |   5. |  -2.3|  1.2|   -4. |   5. | 397|48244.0|23.9|   63
J1807-2715 | |B1804-27 |271.59072  |.0000300| -3.8214   |0.0004000| -18. | 22. |  200. | 400. | -20. | 23. |  200. | 400. | 192|49891.0|15.0|  534
J1808-0813 | |         |272.09163  |.0000400|+15.20731  |0.0001900|  34. | 46. | -200. | 300. |  37. | 46. | -200. | 300. | 107|50862.0| 9.8|  708
J1808-2057 | |B1805-20 |271.89413  |.0000400| +2.4572   |0.0008000| -15. | 33. |-1200. | 700. |   2. | 36. |-1200. | 700. | 152|49612.0|16.7|  979
J1809-2109 | |B1806-21 |272.155729 |.0000130| +2.2712   |0.0004000|  -8. | 12. |  100. | 400. |  -9. | 13. |  100. | 400. | 251|49612.0|16.7|  430
J1812+0226 | |B1810+02 |273.57694  |.0000300|+25.84849  |0.0000500| -18. | 19. |  -43. |  49. | -17. | 19. |  -44. |  49. | 199|49906.0|14.8|  851
J1812-1718 |g|B1809-173|272.90920  |.0000300| +6.1005   |0.0003000| -18. | 21. |  100. | 300. | -20. | 21. |  100. | 300. | 208|49612.0|16.7|  778
J1812-1733 | |B1809-176|272.93851  |.0000900| +5.8476   |0.0009000|  36. | 91. |  200. | 900. |  31. | 97. |  200. | 900. | 151|50283.0|13.0| 2808
J1813+4013 | |B1811+40 |275.68210  |.0000500|+63.60161  |0.0000300| -38. | 20. |   14. |  27. | -39. | 20. |   12. |  27. | 224|49886.0|15.0|  724
J1816-1729 | |B1813-17 |273.909813 |.0000190| +5.89987  |0.0001900| -11. | 17. |  -59. | 167. | -10. | 18. |  -59. | 167. | 193|49481.0|17.4|  535
J1816-2650 | |B1813-26 |273.70703  |.0000400| -3.4456   |0.0008000|   6. | 29. |  100. | 600. |   4. | 33. |  100. | 600. | 220|48739.0|21.5| 1444
J1818-1422 | |B1815-14 |274.510189 |.0000130| +8.99021  |0.0000800|  -8. | 11. |  -78. |  65. |  -6. | 11. |  -78. |  65. | 181|49478.0|17.4|  458
J1820-0427 | |B1818-04 |275.500072 |.0000090|+18.87910  |0.0000300| -10. |  3. |   10. |   9. | -10. |  3. |    9. |   9. | 628|46634.0|32.9|  590
J1820-1346 | |B1817-13 |275.00586  |.0000500| +9.5801   |0.0003000| -10. | 37. |  100. | 300. | -15. | 38. |  100. | 300. | 182|49609.0|16.7| 1321
J1820-1818 | |B1817-18 |274.920222 |.0000170| +5.05024  |0.0001900|  -7. | 20. |   25. | 198. |  -8. | 20. |   25. | 198. | 135|50283.0|13.0|  521
J1821+17   | |         |276.6768   |.0005000|+40.5788   |0.0007000|      |     |       |      |      |     |       |      |  46|51413.0| 6.8| 1355
J1822+0705 | |         |276.41992  |.0001300|+30.4037   |0.0003000|      |     |       |      |      |     |       |      |  46|51341.0| 7.2|  797
J1822-1400 | |B1820-14 |275.62921  |.0000300| +9.32681  |0.0001500|   0. | 20. |   67. | 117. |  -3. | 21. |   67. | 117. | 170|49266.4|17.4|  782
J1822-2256 | |B1819-22 |275.28994  |.0000500| +0.392    |0.0080000| -27. | 29. | 2000. |6000. |-100. |300. | 2000. |6000. | 211|48740.0|21.5| 1185
J1823+0550 | |B1821+05 |276.699734 |.0000060|+29.142742 |0.0000110|  -1. |  4. |  -22. |   9. |   0. |  4. |  -22. |   9. | 369|48713.0|21.3|  326
J1823-0154 | |         |276.40763  |.0000400|+21.40538  |0.0001000|  -9. | 40. |   64. | 154. | -12. | 40. |   64. | 155. | 111|50850.0| 9.7|  487
J1823-1115 | |B1820-11 |275.93532  |.0001600|+12.0643   |0.0007000| -17. | 77. |  300. | 400. | -27. | 76. |  200. | 400. | 476|49465.0|17.5| 2127
J1823-3021A| |B1820-30A|275.143393 |.0000030| -7.02742  |0.0000300|   1. |  3. |   24. |  35. |   0. |  4. |   24. |  35. | 275|50319.0|12.7|  132
J1823-3021B| |B1820-30B|275.147188 |.0000180| -7.02807  |0.0002000| -12. | 18. |  -62. | 200. |  -9. | 21. |  -63. | 200. | 274|50320.0|12.8|  519
J1823-3106 | |B1820-31 |275.134674 |.0000040| -7.78044  |0.0000300|  17. |  4. |    3. |  30. |  17. |  4. |    4. |  30. | 196|50093.0|14.1|  138
J1824-1118 | |B1821-11 |276.13826  |.0000300|+11.99707  |0.0001400|   3. | 23. | -153. | 112. |   9. | 24. | -153. | 112. | 188|49480.0|17.4| 1103
J1824-1945 | |B1821-19 |275.658084 |.0000040| +3.55711  |0.0000700|      |     |       |      |      |     |       |      | 307|49877.0|15.2|  181
J1824-2452 | |B1821-24 |275.564751 |.0000050| -1.54886  |0.0001700|   1. |  4. | -117. | 162. |   6. |  9. | -117. | 162. | 126|49858.0|15.4|  118
J1825+0004 | |B1822+00 |276.880243 |.0000110|+23.36075  |0.0000300| -18. | 10. |  -34. |  31. | -17. | 10. |  -35. |  31. | 188|49719.0|16.1|  421
J1825-0935 |g|B1822-09 |276.47293  |.0000600|+13.7066   |0.0003000|      |     |       |      |      |     |       |      | 452|49448.0|17.6| 3912
J1825-1446 | |B1822-14 |276.122068 |.0000200| +8.52502  |0.0001400|  11. | 17. |   19. | 115. |  10. | 18. |   19. | 115. | 197|49480.0|17.4|  801
J1826-1131 | |B1823-11 |276.52832  |.0000500|+11.7628   |0.0003000|   5. | 40. | -149. | 188. |  12. | 40. | -149. | 188. | 302|49464.0|17.5| 1499
J1826-1334 |g|B1823-13 |276.463919 |.0000100| +9.71265  |0.0000600| -17. | 16. |   93. |  80. | -21. | 16. |   92. |  80. | 455|50930.0| 9.8|  484
J1827-0958 |g|B1824-10 |276.85459  |.0000500|+13.29963  |0.0002000| -33. | 36. |   48. | 166. | -35. | 37. |   46. | 166. | 207|49480.0|17.4| 1615
J1829-1751 | |B1826-17 |277.101912 |.0000070| +5.40522  |0.0000800|      |     |       |      |      |     |       |      | 319|49878.0|15.2|  421
J1830-1059 | |B1828-11 |277.73303  |.0000400|+12.24178  |0.0001500|      |     |       |      |      |     |       |      | 767|49621.0|16.5| 2091
J1832-0827 | |B1829-08 |278.341973 |.0000050|+14.752453 |0.0000170|  -3. |  4. |   20. |  15. |  -4. |  4. |   20. |  15. | 295|49442.0|16.4|  201
J1832-1021 | |B1829-10 |278.243955 |.0000080|+12.84667  |0.0000400| -17. |  7. |    3. |  33. | -18. |  7. |    2. |  33. | 329|49459.0|17.3|  381
J1833-0338 | |B1831-03 |278.924582 |.0000160|+19.52746  |0.0000500|      |     |       |      |      |     |       |      | 432|49698.0|16.0|  897
J1833-0827 |g|B1830-08 |278.610706 |.0000040|+14.729339 |0.0000140| -37. |  4. |    3. |  16. | -37. |  4. |    0. |  15. | 271|50483.0|12.1|  148
J1834-0010 | |B1831-00 |279.31713  |.0001800|+22.9810   |0.0005000|      |     |       |      |      |     |       |      | 141|49123.0|12.8| 3445
J1834-0426 | |B1831-04 |279.064499 |.0000100|+18.73114  |0.0000400|  -1. |  8. |  -39. |  32. |   2. |  8. |  -39. |  32. | 242|49714.0|15.6|  464
J1835-0643 | |B1832-06 |279.08713  |.0000500|+16.44453  |0.0001600| -48. | 35. |  -61. | 133. | -44. | 37. |  -64. | 133. | 217|49533.0|16.9| 1700
J1835-1106 |g|         |278.85670  |.0000700|+12.0637   |0.0004000|      |     |       |      |      |     |       |      | 107|50528.0| 8.0| 1585
J1836-0436 | |B1834-04 |279.692068 |.0000070|+18.51929  |0.0000300|   1. |  6. |   16. |  19. |   0. |  6. |   16. |  19. | 204|49532.0|16.9|  246
J1836-1008 | |B1834-10 |279.320646 |.0000160|+13.00566  |0.0000700|      |     |       |      |      |     |       |      | 293|48880.0|20.7|  594
J1837-0045 | |         |280.15351  |.0000700|+22.35618  |0.0002000| -27. | 99. |    0. | 400. | -29. | 99. |    0. | 400. | 162|51019.0| 9.0| 1469
J1837-0653 | |B1834-06 |279.63129  |.0000800|+16.2446   |0.0003000|      |     |       |      |      |     |       |      | 235|49480.0|17.4| 2902
J1840+5640 | |B1839+56 |300.69652  |.0000800|+79.030838 |0.0000160| -39. | 11. |  -20. |  13. | -29. | 11. |  -33. |  14. | 293|48717.0|21.4|  599
J1841+0912 | |B1839+09 |282.253798 |.0000130|+32.196472 |0.0000180|      |     |       |      |      |     |       |      | 316|48266.0|24.1|  396
J1841-0425 | |B1838-04 |280.815844 |.0000070|+18.63226  |0.0000300|   6. |  5. |    0. |  17. |   6. |  6. |    0. |  17. | 337|49477.0|17.4|  349
J1842-0359 | |B1839-04 |281.20360  |.0000600|+19.02762  |0.0001700|  20. | 47. |  -88. | 138. |  27. | 47. |  -86. | 138. | 341|49462.0|17.5| 2573
J1844+1454 | |B1842+14 |283.778821 |.0000060|+37.807639 |0.0000090|  25. |  4. |   14. |   8. |  23. |  4. |   17. |   8. | 334|49362.0|18.1|  283
J1844-0244 | |B1842-02 |281.91970  |.0000700|+20.23286  |0.0001800|  46. | 48. |   17. | 135. |  44. | 50. |   21. | 135. | 207|49610.0|16.7| 1869
J1844-0433 | |B1841-04 |281.712629 |.0000200|+18.43406  |0.0000700|  -3. | 17. |  -23. |  54. |  -1. | 17. |  -23. |  54. | 341|49626.0|16.6|  649
J1844-0538 | |B1841-05 |281.497447 |.0000080|+17.35765  |0.0000300|   4. |  6. |   31. |  20. |   1. |  6. |   31. |  20. | 235|49551.0|17.0|  259
J1845-0434 | |B1842-04 |281.97803  |.0000300|+18.39179  |0.0000800|  39. | 18. | -153. |  58. |  51. | 19. | -149. |  57. | 210|49610.0|16.7|  932
J1847-0402 | |B1844-04 |282.498448 |.0000070|+18.88955  |0.0000300|  -2. |  6. |   -8. |  19. |  -1. |  5. |   -9. |  19. | 384|48736.0|21.5|  297
J1848-0123 | |B1845-01 |283.013981 |.0000070|+21.494870 |0.0000180|  -2. |  7. |  -41. |  19. |   2. |  6. |  -41. |  19. | 299|50022.0|14.4|  302
J1848-1414 | |         |281.92321  |.0000600| +8.6991   |0.0006000|  41. | 78. |  500. | 800. |  -1. | 90. |  500. | 800. | 103|50866.0| 9.8|  991
J1848-1952 | |B1845-19 |281.36275  |.0000900| +3.0890   |0.0019000| -62. | 72. |-1200. |1900. |  39. |157. |-1200. |1900. | 135|48695.0|21.2| 2424
J1849-0636 | |B1846-06 |282.711470 |.0000170|+16.28060  |0.0000600|  16. | 13. |  -33. |  50. |  19. | 13. |  -31. |  50. | 304|48736.0|21.5|  543
J1850+1335 | |B1848+13 |285.325255 |.0000110|+36.368375 |0.0000170| -12. |  9. |    4. |  17. | -12. |  9. |    3. |  18. | 162|49722.0|16.1|  261
J1851+0418 | |B1848+04 |284.32965  |.0000600|+27.10991  |0.0001100|  23. | 44. |  -11. |  96. |  24. | 44. |   -9. |  95. | 211|49845.0|15.4| 1485
J1851+1259 | |         |285.43214  |.0000300|+35.74894  |0.0000400| -30. | 18. |  -69. |  35. | -23. | 17. |  -71. |  35. | 134|49908.0|15.1|  610
J1852+0031 | |B1849+00 |284.3045   |.0005000|+23.3243   |0.0011000|      |     |       |      |      |     |       |      | 186|49613.0|16.7|15208
J1852-2610 | |         |281.888479 |.0000140| -3.2760   |0.0005000| -32. | 19. |  300. | 600. | -61. | 59. |  300. | 600. |  89|50866.0| 9.8|  173
J1854+1050 | |B1852+10 |286.1005   |.0004000|+33.4594   |0.0006000|      |     |       |      |      |     |       |      | 231|49692.0|16.2| 9502
J1854-1421 | |B1851-14 |283.39726  |.0000300| +8.44777  |0.0001700|  -4. | 24. |   -5. | 180. |  -3. | 26. |   -6. | 180. | 155|49909.0|15.1|  589
J1856+0113 |g|B1853+01 |285.39089  |.0001700|+23.9146   |0.0004000|      |     |       |      |      |     |       |      | 282|49780.0|12.1| 7166
J1857+0057 | |B1854+00 |285.58681  |.0001400|+23.6260   |0.0004000|      |     |       |      |      |     |       |      | 100|49694.0|16.2| 2393
J1857+0212 | |B1855+02 |285.930284 |.0000130|+24.85612  |0.0000300| -13. | 10. |   11. |  25. | -14. | 10. |    9. |  25. | 246|49554.0|17.0|  419
J1857+0943 | |B1855+09 |286.8635021|.0000011|+32.3215128|0.0000019|  -3.4|  1.0|   -4.5|   1.7|  -2.8|  1.0|   -4.9|   1.7| 430|49562.0|17.0|   52
J1900-2600 | |B1857-26 |283.650124 |.0000070| -3.29021  |0.0001400| -30. |  5. |   11. | 105. | -31. | 13. |    7. | 105. | 230|48891.0|20.6|  181
J1901+0156 | |B1859+01 |286.947257 |.0000090|+24.48217  |0.0000300|  17. | 12. |   38. |  30. |  12. | 11. |   40. |  30. | 130|49298.0|11.8|  263
J1901+0331 | |B1859+03 |287.139002 |.0000090|+26.046990 |0.0000190|      |     |       |      |      |     |       |      | 268|50027.0|14.4|  337
J1901+0716 |g|B1859+07 |287.68096  |.0000600|+29.77451  |0.0001100| -46. | 42. |   -4. |  90. | -45. | 43. |   -9. |  89. | 292|49863.0|15.1| 1692
J1901-0906 | |         |285.715999 |.0000140|+13.49621  |0.0000900|  -4. | 21. |  -27. | 138. |  -1. | 19. |  -28. | 138. | 100|50873.0| 9.8|  305
J1902+0556 | |B1900+05 |287.793855 |.0000160|+28.41653  |0.0000300|  -8. | 13. |   -3. |  29. |  -7. | 13. |   -4. |  29. | 353|49722.0|16.1|  521
J1902+0615 | |B1900+06 |287.876512 |.0000100|+28.745540 |0.0000190|  -4. |  8. |   -7. |  17. |  -3. |  8. |   -8. |  17. | 343|49910.0|15.1|  406
J1903+0135 |g|B1900+01 |287.427020 |.0000100|+24.07797  |0.0000300|      |     |       |      |      |     |       |      | 208|48741.0|21.5|  318
J1903-0632 | |B1900-06 |286.456030 |.0000100|+15.99569  |0.0000400| -10. | 10. |  -34. |  36. |  -6. |  9. |  -35. |  37. | 216|50023.0|14.4|  335
J1904+0004 | |         |287.42159  |.0000300|+22.54177  |0.0000600| -17. | 23. |  -82. |  74. |  -7. | 21. |  -83. |  75. | 111|50866.0| 9.8|  531
J1904-1224 | |         |286.00920  |.0000400|+10.1465   |0.0003000| -57. | 40. | -200. | 400. | -36. | 46. | -200. | 400. |  95|51037.0| 8.9|  414
J1905+0709 | |B1903+07 |288.86524  |.0001000|+29.52216  |0.0001700| -51. | 67. |   64. | 149. | -58. | 70. |   57. | 148. | 303|49466.0|17.5| 3663
J1905-0056 |g|B1902-01 |287.625452 |.0000060|+21.498788 |0.0000150|  -1. |  5. |   13. |  15. |  -2. |  5. |   13. |  15. | 170|49721.0|16.1|  217
J1906+0641 | |B1904+06 |288.990722 |.0000120|+29.03254  |0.0000300|  -9. |  8. |    3. |  19. | -10. |  9. |    2. |  18. | 213|49613.0|16.7|  330
J1907+4002 | |B1905+39 |298.12469  |.0000600|+61.83466  |0.0000400|  23. | 23. |   -1. |  30. |  22. | 23. |    5. |  26. | 268|48713.0|21.3|  943
J1909+0007 | |B1907+00 |288.873582 |.0000080|+22.43936  |0.0000300|   1. |  6. |  -15. |  17. |   3. |  7. |  -14. |  17. | 295|48740.0|21.5|  351
J1909+0254 | |B1907+02 |289.282870 |.0000120|+25.19544  |0.0000300|   9. | 11. |   27. |  27. |   6. | 11. |   28. |  27. | 229|49695.0|16.3|  471
J1909+1102 | |B1907+10 |290.605924 |.0000050|+33.233479 |0.0000070|  -5. |  4. |    8. |   8. |  -6. |  4. |    7. |   8. | 316|49912.0|15.1|  162
J1910+0358 | |B1907+03 |289.57961  |.0001200|+26.2295   |0.0003000|      |     |       |      |      |     |       |      | 199|50026.0|14.4| 3127
J1910+1231 | |B1907+12 |290.98666  |.0001700|+34.6968   |0.0004000|  45. | 76. |    0. | 300. |  39. | 72. |    0. | 300. | 139|48741.0|21.5| 2115
J1910-0309 |g|B1907-03 |288.66233  |.0000300|+19.13975  |0.0000800|      |     |       |      |      |     |       |      | 166|49985.0|14.2|  826
J1911-1114 | |         |287.9456998|.0000017|+11.088135 |0.0000100| -16. |  3. |  -15. |  16. | -14. |  3. |  -17. |  16. | 238|51106.0| 8.2|   51
J1912+2104 | |B1910+20 |293.47673  |.0000600|+43.04484  |0.0000600|  -6. | 30. |   74. |  49. | -18. | 29. |   72. |  49. | 215|48740.0|21.5| 1287
J1913+1400 | |B1911+13 |292.199187 |.0000060|+36.050327 |0.0000080|  -6. |  5. |   -2. |   8. |  -6. |  5. |   -3. |   9. | 204|49910.0|15.1|  178
J1913-0440 | |B1911-04 |289.343075 |.0000070|+17.52732  |0.0000300|   3. |  3. |  -27. |   8. |   7. |  3. |  -26. |   7. | 507|46634.0|32.8|  446
J1915+1009 | |B1913+10 |292.096156 |.0000100|+32.164943 |0.0000160|   2. |  7. |  -11. |  13. |   4. |  7. |  -10. |  13. | 580|49053.0|19.8|  334
J1915+1606 | |B1913+16 |293.23171  |.0000300|+38.03753  |0.0000300|  23. | 18. |   20. |  31. |  19. | 19. |   23. |  31. | 316|49717.0|16.1|  945
J1915+1647 | |B1913+167|293.32880  |.0001200|+38.71225  |0.0001500|  81. | 67. |   63. | 111. |  69. | 64. |   75. | 112. | 208|48867.0|20.5| 1669
J1916+0951 | |B1914+09 |292.339415 |.0000080|+31.824492 |0.0000120|  -9. |  7. |    0. |  13. |  -9. |  7. |   -1. |  13. | 239|49910.0|15.1|  174
J1916+1312 | |B1914+13 |293.097868 |.0000170|+35.12280  |0.0000300|      |     |       |      |      |     |       |      | 255|49568.0|13.2|  647
J1917+1353 | |B1915+13 |293.435598 |.0000050|+35.772129 |0.0000080|      |     |       |      |      |     |       |      | 466|49763.0|15.9|  255
J1917+2224 | |B1915+22 |295.3779   |.0003000|+44.1222   |0.0003000|      |     |       |      |      |     |       |      | 133|49724.0|16.1| 3476
J1918+1444 | |B1916+14 |293.82572  |.0000300|+36.58389  |0.0000400|      |     |       |      |      |     |       |      | 432|49690.0|16.3| 1254
J1919+0021 |g|B1917+00 |291.65415  |.0000300|+22.31228  |0.0000600|  12. | 17. |  -68. |  50. |  22. | 18. |  -65. |  50. | 332|49427.0|17.5|  821
J1920+2650 | |B1918+26 |297.57436  |.0000900|+48.37163  |0.0000800|  13. | 49. |  -82. |  65. |  30. | 47. |  -78. |  66. |  93|49912.0|16.1|  988
J1921+1419 | |B1919+14 |294.62630  |.0000700|+36.03702  |0.0001100| -14. | 40. |   14. |  82. | -17. | 40. |   12. |  82. | 252|48741.0|21.5| 1782
J1921+1948 | |B1918+19 |295.77288  |.0000800|+41.45548  |0.0001000|   0. | 60. |  -31. |  88. |   6. | 47. |  -30. |  91. | 122|48739.0|21.5| 1583
J1921+2153 | |B1919+21 |296.512221 |.0000110|+43.460323 |0.0000120|  28. |  7. |   24. |  11. |  23. |  6. |   29. |  12. | 236|48999.0|19.8|  229
J1922+2018 | |B1920+20 |296.22445  |.0001500|+41.88722  |0.0001600|-106. |124. |    3. | 174. |-105. |120. |  -17. | 177. | 140|49670.0|16.2| 2700
J1922+2110 | |B1920+21 |296.68518  |.0000300|+42.71675  |0.0000400|  -1. | 30. |   10. |  36. |  -3. | 24. |   10. |  36. | 286|49879.0|15.0|  718
J1926+0431 | |B1923+04 |294.13809  |.0000400|+26.17261  |0.0000700|   0. | 30. |   22. |  47. |  -4. | 20. |   22. |  48. | 167|48716.0|21.3|  476
J1926+1434 | |B1924+14 |296.31921  |.0001000|+36.05614  |0.0001300| -81. | 65. | -118. |  93. | -58. | 65. | -131. |  93. |  84|48717.0|21.3| 1741
J1926+1648 | |B1924+16 |296.776458 |.0000140|+38.253717 |0.0000190|  11. | 11. |  -16. |  18. |  13. | 11. |  -14. |  18. | 342|49857.0|15.1|  500
J1932+1059 | |B1929+10 |297.052942 |.0000060|+32.291372 |0.0000090|  99.7|  1.7|   27. |   4. |  93.0|  1.8|   45. |   4. | 548|46523.0|33.4|  238
J1932+2020 | |B1929+20 |299.314082 |.0000140|+41.469942 |0.0000150|      |     |       |      |      |     |       |      | 158|49887.0|15.0|  351
J1932+2220 |g|B1930+22 |299.96265  |.0001500|+43.41414  |0.0001400|      |     |       |      |      |     |       |      | 315|51418.0| 6.7| 4608
J1933+2421 | |B1931+24 |301.05375  |.0000700|+45.55880  |0.0000900|      |     |       |      |      |     |       |      | 318|50629.0|11.1| 1330
