psr_name, pos_epoch, ra_str, dec_str, pmra_str, pmdec_str, plx_str, 
J0034-0534, 48765.986, 00:34:21.826(2), -05:34:36.56(3), , , , 
J1045-4509, 48821.0, 10:45:50.1964(7), -45:09:54.216(7), , , , 
J2145-0750, 48978.6573, 21:45:50.440(5), -07:50:17.9(2), , , , 
