# psr_name pos_epoch ecl_lon ecl_lon_err ecl_lat ecl_lat_err pm_ecl_lon pm_ecl_lon_err pm_ecl_lat pm_ecl_lat_err plx plx_err
# None MJD deg deg deg deg mas/yr mas/yr mas/yr mas/yr mas mas
J1946+3417    57449.0000  309.1988367183026  0.0000000436561   54.1655714719453  0.0000000354647     -5.8923  0.1276    6.8433  0.1713    0.2653  1.0335
J2010-1323    56511.0000  301.9244880270487  0.0000000072428    6.4909456895819  0.0000000750208      1.2306  0.0120   -6.2731  0.1399    0.3753  0.1245
J2017+0603    56952.0000  308.2611812381663  0.0000000111979   25.0444942863112  0.0000000241907      2.1749  0.0223   -0.3281  0.0642    0.3444  0.1970
J2033+1734    57212.0000  316.2900903244118  0.0000000315220   35.0628470372449  0.0000000474816     -8.4764  0.0937   -7.4556  0.1530    0.7233  0.5569
J2043+1711    56861.0000  318.8684824341391  0.0000000046683   33.9643211748902  0.0000000075140     -8.8171  0.0083   -8.5079  0.0163    0.6955  0.0583
J2145-0750    55597.0000  326.0246148270730  0.0000000292074    5.3130535979441  0.0000003295727    -12.0007  0.0295   -4.7567  0.3308    1.2484  0.2567
J2214+3000    56920.0000  348.8091476388055  0.0000000380326   37.7131474183185  0.0000000444302     17.8232  0.0722  -11.0914  0.1288    2.2238  0.6144
J2229+2643    57212.0000  350.6956376949856  0.0000000135427   33.2901736401404  0.0000000201529     -4.2392  0.0327   -4.3562  0.0755    0.1831  0.2333
J2234+0611    57291.0000  342.6052385016175  0.0000000072297   14.0794333783278  0.0000000315233     27.0839  0.0244   -0.6003  0.1290    0.4962  0.1340
J2234+0944    57186.0000  344.1190196123384  0.0000000175510   17.3185820753336  0.0000000630425     -6.0725  0.0496  -32.3561  0.2099    1.4182  0.2686
J2302+4442    56947.0000    9.7804368474092  0.0000000417023   45.6654339062579  0.0000000427053     -3.0441  0.0648   -4.9788  0.1035   -0.1643  0.8281
J2317+1439    55644.0000  356.1294056285425  0.0000000113434   17.6802325296061  0.0000000356302      0.2201  0.0081    3.6829  0.0284    0.5879  0.0773
J2322+2057    57511.0000    0.1359568636162  0.0000000211788   22.8783662166075  0.0000000414765    -22.8249  0.0785   -6.0373  0.1642    0.9866  0.2391
